TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.				STATE/GENERIC	medical products, damage (NotCauses)/treatments, damage (NotCauses)/state, restrict medical products (NotCapableOf)/state, restrict medical treatments (NotCapableOf)/restrict medical products, do damage to others (HasPrerequisite)/restrict medical treatments, do damage to others (HasPrerequisite)/state, moral reasons (HasA)															
e2: But without a prescription requirement there's also no medical advice given before intake.				GENERIC	no prescription requirement, no medical advice (Causes)/prescription requirement, medical advice given before intake (Causes)/prescription, medical advice (HasPrerequisite)															
e3: Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,				STATE	morning-after pill, massive impact (HasA)/morning-after pill, abortive effect (HasA)/abortive effect, massive impact (Causes)															
e4: dispensing it without medical advice would be inappropriate.				STATE	morning-after pill, dispensed without medical advice (ReceivesAction)/dispensing of morning-after pill without medical advice, inappropriate (HasProperty)															
e5: Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.				STATE/GENERIC	morning-after pill, easily accessed (HasProperty)/contraception, health effects (HasA)/easy access to the morning-after pill, appearing to be an easier method than other forms of contraception (Causes)															
e6: For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.				STATE/STATE	morning-after pill, decrease in the use of condoms (Causes)/decrease in the use of condoms, increase in new infections with Aids (Causes)															
e1-e4	not adjacent	reb	1			When the State restricts a medical product, it should be sold only after medical advice.	STATE/GENERIC	medical product, medical advice (HasPrerequisite)/medical product, sold after medical advice (ReceivesAction)/restricting a medical product, selling only after medical advice (Causes)/restricting a medical product, medical advice (Causes)/state, restrict a medical product (CapableOf)												
e2-e1	adjacent	und	2			Medical advice helps to prevent from damage.	GENERIC	medical advice, prevent from damage (CapableOf)/damage, medical advice (ObstructedBy)/medical advice, prevent from damage (UsedFor)	Medical products or medical treatments can cause damage.	GENERIC	medical products, cause damage (CapableOf)/medical treatments, cause damage (CapableOf)/medical products, damage (Causes)/medical treatments, damage (Causes)									
e3-e4	adjacent	sup	1			Medical advice informs of the impacts of the morning after pill.	GENERIC	medical advice, inform of impact of morning-after pill (UsedFor)/medical advice, inform of the impacts of the morning-after pill (CapableOf)/morning-after pill, impacts (HasA)												
e5-e4	adjacent	sup	1			Medical advice provides information on the effects of medicines and methods.	GENERIC	medical advice, provide information on the effects of medicines (UsedFor)/medical advice, provide information on the effects of methods (UsedFor)/information on the effects of medicines, medical advice (PartOf)/information on the effects of methods, medical advice (PartOf)/medical advice, inform about the effects of medicines (CapableOf)/medical advice, inform about the effects of methods (CapableOf)/methods, effect (HasA)/medicine, effect (HasA)												
e6-e5	adjacent	exa	2			The use of condoms is a method of contraception.	STATE	condoms, contraception (Causes)/condoms, contraception (IsA)/condoms, contraception (UsedFor)	The use of condoms protects against infection with Aids.	STATE	condoms, used (ReceivesAction)/condoms, protection against infection with Aids (IsA)/condoms, protect against infection with Aids (CapableOf)/infection with Aids, condoms (ObstructedBy)/condoms, protection against infection with Aids (UsedFor)									
e2-e3	adjacent	NONE	3			The morning-after pill is a drug.	STATE	morning-after pill, drug (IsA)	Drugs with a massive impact should be taken only after medical advice.	GENERIC	drugs, massive impact (HasA)/drugs with a massive impact, taken only after medical advice (ReceivesAction)/taking drugs with a massive impact, medical advice (HasPrerequisite)	A prescription requires medical advice.	GENERIC	prescription, medical advice (HasPrerequisite)						
