TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Owner-run shops may potentially be overwhelmed by additional work times on Sundays and holidays,				GENERIC	owner-run shops, overwhelmed by additional work times on Sundays and holidays (ReceivesAction)/owner-run shops, overwhelmed by additional work times on Sundays (HasProperty)/owner-run shops, overwhelmed by additional work times on holidays (HasProperty)															
e2: then again supermarkets and large shopping centres dominate the market today already.				GENERIC	supermarkets, dominate the market (CapableOf)/shopping centres, dominate the market (CapableOf)/market, dominated by supermarkets (HasProperty)/market, dominated by shopping centres (HasProperty)/market, dominated by supermarkets (ReceivesAction)/market, dominated by shopping centres (ReceivesAction)															
e3: Thus smaller shops could benefit from the additional freedom,				GENERIC	smaller shops, benefit from additional freedom (CapableOf)/smaller shops, additional freedom (HasA)															
e4: as customers are on average more laid-back on Sunday.				GENERIC	customers, more laid-back (HasProperty)/being more laid-back, Sunday (HasPrerequisite)/Sunday, being more-laid back (Causes)															
e5: Opening on Sundays and holidays would therefore help both customers and shops.				STATE	opening on Sundays, help shops (CapableOf)/opening on Sundays, help customers (CapableOf)/opening on holidays, help shops (CapableOf)/opening on holidays, help customers (CapableOf)															
e1-e5	not adjacent	reb	0																	
e2-e5	not adjacent	und	2			It is convenient for customers to be able to shop on Sundays and holidays.	GENERIC	shop on Sundays, convenient (HasProperty)/shop on holidays, convenient (HasProperty)/customers, shop on Sundays (CapableOf)/customers, shop on holidays (CapableOf)	Supermarkets and large shopping centres can increase their profit if they open on Sundays and holidays.	GENERIC	open on Sundays, profit (Causes)/open on holidays, profit (Causes)/supermarkets, increase profit (CapableOf)/shopping centres, increase profit (CapableOf)/increase profit, open on Sundays (HasPrerequisite)/increase profit, open on holidays (HasPrerequisite)									
e3-e5	not adjacent	sup	1			Opening on Sundays and public holidays means additional freedom.	GENERIC	opening on Sundays, additional freedom (Causes)/opening on public holidays, additional freedom (Causes)/additional freedom, opening on sundays (CreatedBy)/additional freedom, opening on public holidays (CreatedBy)												
e4-e3	adjacent	sup	2			More laid-back customers shop more.	GENERIC	laid-back customers, shop more (CapableOf)/laid-back customers, shopping (Causes)/shopping, customers (HasPrerequisite)	More shopping means more profit.	GENERIC	shopping, profit (Causes)									
e1-e2	adjacent	NONE	2			Supermarkets and large shopping centres can afford additional work times on Sundays and holidays.	GENERIC	supermarkets, afford additional work times (CapableOf)/large shopping centres, afford additional work times (CapableOf)/opening on Sundays, afford additional work times (HasPrerequisite)/opening on holidays, afford additional work times (HasPrerequisite)	Owner-run shops cannot compete against supermarkets and large shopping-centres.	GENERIC	owner-run shops, compete against supermarkets (NotCapableOf)/owner-run shops, compete against large shopping centres (NotCapableOf)									
e2-e3	adjacent	NONE	3			Smaller shops cannot compete against supermarkets and large shopping centres.	GENERIC	smaller shops, compete against supermarkets (NotCapableOf)/smaller shops, compete against large shopping centres (NotCapableOf)	Dominance leads to competition.	GENERIC	dominance, competition (Causes)	Additional freedom helps smaller shops to compete.	GENERIC	additional freedom, help smaller shops to compete (CapableOf)/smaller shops, compete (CapableOf)/additional freedom, compete (UsedFor)/additional freedom, compete (CausesDesire)						
e4-e5	adjacent	NONE	2			Customers shopping on Sundays and holidays are more laid back.	GENERIC	customers, shop on Sundays and holidays (CapableOf)/customers, more laid-back (HasProperty)/being more laid-back, Sunday (HasPrerequisite)/being more laid-back, holidays (HasPrerequisite)/Sundays, being more laid-back (Causes)/holidays, being more laid-back (Causes)	It helps shops when customers are more laid-back.	GENERIC/GENERIC	customers, more laid-back (HasProperty)/laid-back customers, help shops (CapableOf)									
