TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: The TV/radio licence fee can only be required of all citizens/households equally.				STATE	TV, household equally (CapableOf)															
e2: Critics point out that they are not using what's on offer by public broadcasting.				GENERIC/GENERIC	public broadcasting, offer (HasA)/offer of public broadcasting, critics (NotUsedFor)/critics, use the offer of public broadcasting (NotDesires)															
e3: I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.				ABSTRACT ENTITY/GENERIC/GENERIC	everyone, watch the programming of the public broadcasters (CapableOf)/programming of the public broadcasters, watched by everyone (ReceivesAction)															
e4: However, it is impossible to monitor this and collect more customized fees.				GENERIC/GENERIC	monitor usage of the public broadcasting, impossible (HasProperty)/collect more customized fees, impossible (HasProperty)															
e5: Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.				GENERIC/GENERIC	public broadcasters, financed (ReceivesAction)/public broadcasters, financing (HasPrerequisite)/public broadcasters, culture or infrastructure (PartOf)															
e2-e1	adjacent	reb	1			The TV is part of public broadcasting.	STATE	TV, public broadcasting (PartOf)/TV, public broadcasting (UsedFor)/public broadcasting, TV (AtLocation)												
e3-e2	adjacent	reb	0																	
e4-e5	adjacent	und	2			It is not possible to control whether the offer of the public broadcasters is actually used.	STATE/STATE	public broadcasters, used (ReceivesAction)/cotrolling the usage of the public broadcasters, possible (NotHasProperty)	The licence fee is independent of the actual use of the public broadcasters.	STATE	public broadcasters, used (ReceivesAction)/licence fee, use of the public broadcasters (NotHasPrerequisite)/licence fee, independent of the actual use of the public broadcasters (HasProperty)									
e5-e1	not adjacent	sup	1			Public broadcasters are financed by the licence fee.	GENERIC	public broadcasters, financed by the licence fee (ReceivesAction)/licence fee, finance public broadcasters (UsedFor)/licence fee, financing the public broadcasters (Causes)												
e3-e4	adjacent	NONE	1			People pay fees for watching the programming of the public broadcasters.	GENERIC	people, pay fees for watching programming of public broadcasters (CapableOf)/watching the programming of the public broadcasters, pay fees (HasPrerequisite)/pay fees, watching the programming of the public broadcasters (MotivatedByGoal)/public broadcasters, programming (HasA)												
