TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Dog owners should pay higher fines for dog dirt left on pavements,				GENERIC	dog dirt, left on pavements (ReceivesAction)/dog dirt, pavements (AtLocation)/dog owners, pay higher fines (CapableOf)/dog dirt left on pavements, paying higher fines (Causes)/dog owners, leave dog dirt on pavements (CapableOf)															
e2: although there aren't enough bins and bag-dispensers for dog dirt.				GENERIC	dog dirt, bins (AtLocation)/bins, dog dirt (UsedFor)/bag-dispensers, dog dirt (UsedFor)/bins, enough (NotHasProperty)/bag-dispensers, enough (NotHasProperty)															
e3: One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.				STATE/GENERIC	dog owners, no fear of consequences (HasA)/dog owners, clean up (CapableOf)/dog owners, obligation to clean up (HasA)/dog owners, fear the consequences (NotCapableOf)															
e4: A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.				GENERIC/GENERIC	higher fine, digging deeper into their pockets (Causes)/dog owners, dig deeper into their pockets (CapableOf)/higher fine, dog owners digging deeper into their pockets (Causes)/higher fine, deterrent (IsA)/digging deeper into their pockets, deterrent (IsA)															
e5: The city, especially the green spaces, should be kept tidy after all,				GENERIC	city, tidy (HasProperty)/green spaces, city (PartOf)/city, kept tidy (ReceivesAction)/green spaces, kept tidy (ReceivesAction)															
e6: for they are there for our recreation.				GENERIC	green spaces, recreate (UsedFor)															
e7: Besides you're not allowed to leave other rubbish without punishment.				GENERIC	leaving other rubbish, punishment (Causes)/other rubbish, left without punishment (NotReceivesAction)/you, leave other rubbish (CapableOf)/you, leave other rubbish without punishment (NotCapableOf)															
e2-e1	adjacent	reb	2			Dog owners must remove the dirt of their dogs.	GENERIC	dog owners, remove dirt of dogs (CapableOf)/dog owner, dog (HasA)/dog, dirt (Causes)/dog owners, obliged to remove the dirt of their dogs (HasProperty)	Dog dirt should be removed with the help of bins and bag-dispensers.	GENERIC	dog dirt, removed (ReceivesAction)/dog dirt, bag-dispensers (AtLocation)/dog dirt, bins (AtLocation)/bins, removing dog dirt (UsedFor)/bag-dispensers, removing dog dirt (UsedFor)									
e3-e1	not adjacent	sup	1			Dog owners have the obligation to remove dog dirt.	GENERIC	dog owners, obligation to remove dog dirt (HasA)/dog owners, remove dog dirt (CapableOf)												
e4-e1	not adjacent	sup	0																	
e5-e1	not adjacent	sup	1			Dog dirt pollutes the city and green spaces.	GENERIC	dog dirt, city (AtLocation)/dog dirt, green spaces (AtLocation)/dog dirt, pollute the city (CapableOf)/dog dirt, polluting the city (Causes)/dog dirt, pollute green spaces (CapableOf)/dog dirt, polluting green spaces (Causes)												
e6-e5	adjacent	sup	1			Green spaces are used for recreation.	GENERIC	green spaces, recreate (UsedFor)												
e7-e1	not adjacent	sup	1			Dog dirt is rubbish.	GENERIC	dog dirt, rubbish (IsA)												
e2-e3	adjacent	NONE	2			Bins and bag-dispensers are used to clean up after one's dogs.	GENERIC	dogs, cleaned up after (ReceivesAction)/bins, cleaning up after one's dogs (UsedFor)/bag-dispensers, cleaning up after one's dogs (UsedFor)	Dog dirt must be cleaned up.	GENERIC	dog dirt, cleaned up (ReceivesAction)									
e3-e4	adjacent	NONE	4			Dog owners have the obligation to remove dog dirt.	GENERIC	dog owners, obligation to remove dog dirt (HasA)/dog owners, remove dog dirt (CapableOf)	Disregarding your obligations can have consequences.	GENERIC	obligations, disregarded (ReceivesAction)/disregarding your obligations, consequences (Causes)/disregarding your obligations, consequences (HasA)	A higher fine is a consequence.	GENERIC	higher fine, consequence (IsA)	A deterrent stops you from disregarding your obligations.	GENERIC	deterrent, stop you from disregarding your obligations (UsedFor)/deterrent, stop you from disregarding your obligations (CapableOf)/disregarding your obligations, deterrent (ObstructedBy)/deterrent, disregarding your obligations (NotCausesDesire)/obligations, disregarded (ReceivesAction)			
e4-e5	adjacent	NONE	2			Dogs are walked in the city's green spaces.	GENERIC	dogs, walked in the city's green spaces (ReceivesAction)/dogs, city's green spaces (AtLocation)/dogs, green spaces (AtLocation)/dog walks, city's green spaces (AtLocation)/dog walks, green spaces (AtLocation)/city's green spaces, walking dogs (UsedFor)/green spaces, walking dogs (UsedFor)	Fines help to keep the city and ist green spaces tidy.	GENERIC	city, kept tidy (ReceivesAction)/green spaces, kept tidy (ReceivesAction)/fines, keeping the city tidy (UsedFor)/fines, keeping the green spaces tidy (UsedFor)/fines, tidier city (Causes)/fines, tidier green spaces (Causes)/green spaces, tidy (HasProperty)/city, tidy (HasProperty)									
e6-e7	adjacent	NONE	1			People are not supposed to leave rubbish in places that are meant for recreation.	GENERIC/GENERIC													
