TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: One can hardly move in Friedrichshain or Neukoelln these days without permanently scanning the ground for dog dirt.				GENERIC/GENERIC	ground, scanned for dog dirt (ReceivesAction)/dog dirt, ground (AtLocation)/dog dirt, Friedrichshain (AtLocation)/dog dirt, Neukoelln (AtLocation)/move, scanning for dog dirt (HasPrerequisite)															
e2: And when bad luck does strike and you step into one of the many 'land mines' you have to painstakingly scrape the remains off your soles.				GENERIC/GENERIC/GENERIC	land mines, scrape the remains off your soles (Causes)/land mines, scraped off your soles (ReceivesAction)															
e3: Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.				GENERIC	higher fines, right measure (IsA)/dog owners, negligent (HasProperty)/dog owners, lazy (HasProperty)/dog owners, thoughtless (HasProperty)/dog owners, higher fines (Causes)															
e4: Of course, first they'd actually need to be caught in the act by public order officers,				GENERIC	public order officers, catch in the act (CapableOf)															
e5: but once they have to dig into their pockets, their laziness will sure vanish!				GENERIC/GENERIC	dig into pockets, laziness vanishes (HasSubevent)															
e1-e3	not adjacent	sup	2			Dog owners are responsible for dog dirt.	GENERIC	dog owners, responsible (HasProperty)	Fines prevent dog dirt.	GENERIC	fines, prevent dog dirt (UsedFor)/fines, prevent dog dirt (CapableOf)/fines, prevention of dog dirt (Causes)									
e2-e3	adjacent	sup	3			Dog dirt is also called land mines.	GENERIC	dog dirt, land mines (IsA)/dog dirt, land mines (DefinedAs)	Negligent, lazy and thoughtless dog owners do not remove dog dirt from the road.	GENERIC	dog owners, negligent (HasProperty)/dog owners, lazy (HasProperty)/dog owners, thoughtless (HasProperty)/dog dirt, road (AtLocation)/dog dirt, removed (NotReceivesAction)	Fines prevent dog dirt.	GENERIC	fines, prevent dog dirt (UsedFor)/fines, prevent dog dirt (CapableOf)/fines, prevention of dog dirt (Causes)						
e4-e3	adjacent	reb	3			Negligent, lazy and thoughtless dog owners do not remove dog dirt from the road.	GENERIC	dog owners, negligent (HasProperty)/dog owners, lazy (HasProperty)/dog owners, thoughtless (HasProperty)/dog dirt, road (AtLocation)/dog dirt, removed (NotReceivesAction)/dog owners, remove dog dirt (CapableOf)/dog dirt, removed (ReceivesAction)	Dog owners should be caught by public order officers if they do not remove dog dirt.	GENERIC/GENERIC	public order officers, catch dog owners (CapableOf)/dog dirt, removed (NotReceivesAction)	Public order officers have the authority to give fines.	GENERIC	public order officers, authority (HasA)/public order officers, give fines (CapableOf)						
e5-e3	not adjacent	und	1			A fine is paid out of the pocket.	GENERIC	fine, paid (ReceivesAction)/fine, pocket (AtLocation)/fine, paid out of the pocket (HasProperty)												
e3-e4	adjacent	NONE	1			Fines can only be demanded when someone is caught in the act.	GENERIC/GENERIC	fines, demanded (ReceivesAction)/someone, caught (ReceivesAction)/demanding fines, be caught in the act (HasPrerequisite)												
e4-e5	adjacent	NONE	1			People who are caught in the act have to dig into their pockets.	GENERIC/GENERIC	people, caught (ReceivesAction)/people, dig into their pockets (CapableOf)/caught in the act, dig into their pockets (Causes)												
