TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Alternative treatments should be subsidized in the same way as conventional treatments,				GENERIC	alternative treatments, subsidized (ReceivesAction)/conventional treatments, subsidized (ReceivesAction)															
e2: since both methods can lead to the prevention, mitigation or cure of an illness.				GENERIC	methods, prevention of an illness (CapableOf)/methods, mitigation of an illness (CapableOf)/methods, cure of an illness (CapableOf)/methods, prevention of an illness (UsedFor)/methods, mitigation of an illness (UsedFor)/methods, cure of an illness (UsedFor)															
e3: Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,				GENERIC	health insurers, interest (HasA)/health insurers, recognize alternative medicine as treatment (Desires)/alternative medicine, recognized as treatment (ReceivesAction)/healt insurers, recognize treatments (CapableOf)															
e4: since there is a chance of recovery.				GENERIC	recovery, chance (IsA)															
e5: It doesn't matter after all that those who administer the treatment don't have 'doctor status'.				GENERIC/GENERIC	treatment, administered (ReceivesAction)/those who administer treatment, doctor status (NotHasA)															
e2-e1	adjacent	sup	1			Subsidies are granted for treatments that lead to the prevention, mitigation or cure of a disease.	GENERIC	subsidies, granted (ReceivesAction)/treatments, prevent a disease (CapableOf)/treatments, mitigate a disease (CapableOf)/treatments, cure a disease (CapableOf)/treatments, prevent a disease (UsedFor)/treatments, mitigate a disease (UsedFor)/treatments, cure a disease (UsedFor)/treatments, subsidies (HasPrerequisite)												
e3-e1	not adjacent	sup	2			Alternative treatments can lead to recovery.	GENERIC/GENERIC	alternative treatments, recovery (Causes)/treatments, lead to recovery (CapableOf)/alternative treatments, lead to recovery (CapableOf)	Health insurance companies subsidize treatments that lead to recovery.		health insurance companies, subsidize treatments (CapableOf)/health insurance companies, treatments that lead to recovery (Desires)									
e4-e3	adjacent	sup	1			Health insurance companies subsidize treatments that lead to recovery.	GENERIC	health insurance companies, subsidize treatments (CapableOf)/treatments, lead to recovery (CapableOf)/treatments, recovery (Causes)												
e5-e1	not adjacent	sup	1			Alternative non-medical practitioners don't have 'doctor status'.	GENERIC	alternative non-medical practitioners, doctor status (NotHasA)												
e2-e3	adjacent	NONE	3			Alternative medicine can lead to the prevention, mitigation or cure of an illness.	GENERIC	alternative medicine, prevent an illness (CapableOf)/alternative medicine, mitigate an illness (CapableOf)/alternative medicine, cure an illness (CapableOf)/alternative medicine, prevent an illness (Causes)/alternative medicine, mitigate an illness (Causes)/alternative medicine, cure an illness (Causes)	Alternative medicine is not recognized as treatment by health insurers.	GENERIC	alternative medicine, recognized as treatment (NotHasProperty)/health insurers, recognize treatments (CapableOf)	It is in the interest of the health insurers to prevent, mitigate or cure an illness.	GENERIC	health insurers, prevent an illness (Desires)/health insurers, mitigate an illness (Desires)/health insurers, cure an illness (Desires)						
e4-e5	adjacent	NONE	1			The chance of recovery does not rely on the administer's 'doctor stauts'.	GENERIC	chance of recovery, reliant on administer (HasProperty)/administer, doctor status (HasA)/recovery, have doctor status (NotHasPrerequisite)												
