TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme.				GENERIC	bachelor thesis, content of the topics covered during a degree programme (SymbolOf)/bachelor thesis, methods of the topics covered during a degree programme (SymbolOf)/topics covered during a degree programme, bachelor thesis (PartOf)/methods of the topics covered during a degree programme, bachelor thesis (PartOf)/degree programme, bachelor thesis (HasLastSubevent)															
e2: But one can make occasional mistakes in the thesis.				GENERIC	mistakes, made in the thesis (ReceivesAction)/thesis, mistakes (HasA)/mistakes, thesis (PartOf)															
e3: If this carries more weight, many good individual assignments done during the course of study may be obscured.				STATE/GENERIC	mistakes made in the thesis, carry more weight (CapableOf)/individual assignments, done during study (ReceivesAction)/individual assignments, obscured (ReceivesAction)/more weight, obscuring of many good individual assignments (Causes)/course of study, individual assignments (HasSubevent)/individual assignments, course of study (PartOf)															
e4: A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.				GENERIC	supervision of a dedicated teacher, good grade (Causes)/getting a good grade, supervision of a dedicated teacher (HasPrerequisite)															
e5: Due to the many random factors the bachelor thesis should not play a bigger role.				GENERIC	bachelor thesis, random factors (HasA)/bachelor thesis, play a big role (NotCapableOf)/bachelor thesis playing a bigger role, random factors (ObstructedBy)															
e1-e5	not adjacent	reb	2			The Bachelor's thesis should reflect the student's performance.	GENERIC	Bachelor's thesis, reflect the student's performance (CapableOf)/Bachelor's thesis, reflect the student's performance (UsedFor)	Performance should not depend on random factors.	GENERIC	performance, not dependant on random factors (HasProperty)									
e2-e3	adjacent	sup	2			The Bachelor thesis is one of the individual assignments of the course of study.	GENERIC	Bachelor thesis, individual assignment (IsA)/Bachelor thesis, course of study (PartOf)/Bachelor thesis, individual assignments (PartOf)/course of study, individual assignments (HasSubevent)/individual assignments, course of study (PartOf)	An error in the Bachelor's thesis obscures other individual assignments of the course of study.	GENERIC	Bachelor's thesis, error (HasA)/Bachelor's thesis, course of study (PartOf)/error in the Bachelor's thesis, obscure other individual assignments (CapableOf)/error in the Bachelor's thesis, obscure other individual assignments (Causes)/Bachelor's thesis, individual assignment (IsA)/individual assignments, course of study (PartOf)									
e3-e5	not adjacent	sup	2			Errors in the Bachelor thesis can mask individual assignments in the course of study.	GENERIC	Bachelor's thesis, error (HasA)/Bachelor's thesis, course of study (PartOf)/errors in the Bachelor thesis, mask individual assignments (CapableOf)/errors in the Bachelor thesis, mask individual assignments (Causes)/individual assignments, course of study (PartOf)	Random factors favour errors.	GENERIC	random factors, errors (Causes)									
e4-e5	adjacent	sup	1			The quality of the teacher's supervision is a random factor.	GENERIC	teacher's supervision, quality (HasA)/quality of teacher's supervision, random factor (IsA)												
e1-e2	adjacent	NONE	0																	
e3-e4	adjacent	NONE	4			The Bachelor's thesis is one of many individual assignments during the course of study.	GENERIC	Bachelor thesis, individual assignments (PartOf)/course of study, individual assignments (HasSubevent)/individual assignments, course of study (PartOf)/Bachelor thesis, individual assignment (IsA)	The Bachelor's thesis is supervised by a teacher.	GENERIC	Bachelor's thesis, supervised by a teacher (ReceivesAction)/Bachelor's thesis, supervised by a teacher (HasProperty)/teacher, supervise (CapableOf)	The individual assignments done during the course of study get grades.	GENERIC/GENERIC	individual assignments, done during the course of study (ReceivesAction)/course of study, individual assignments (HasSubevent)/individual assignments, course of study (PartOf)/individual assignments, graded (ReceivesAction)/individual assignments, grades (HasA)/individual assignments, grade (Causes)	The Bachelor's thesis is weighted.	GENERIC	Bachelor's thesis, weighted (ReceivesAction)/Bachelor's thesis, weighted (HasProperty)			
