TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: The death penalty should be abandoned everywhere.				STATE	death penalty, abandoned (ReceivesAction)															
e2: From a Christian and humanistic perspective it is not allowed to kill someone.				STATE	killing someone, Christian perspective (NotPartOf)/killing someone, humanistic perspective (NotPartOf)/killing, not allowed (HasProperty)															
e3: Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.				GENERIC	proponents of the death penalty, count on deterring effect (CapableOf)/proponents of the death penalty, elimination of potential threat (Desires)/death penalty, eliminates potential threat (CapableOf)/death penalty, deterring (HasProperty)/death penalty, deterring effect (HasA)/death penalty, elimination of potential threat (Causes)															
e4: However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.				GENERIC	death penalty, prevent murder (NotCauses)/death penalty, prevent violent crime (NotCauses)															
e5: Moreover it turns out time and again that innocent people are also convicted and executed.				GENERIC/GENERIC	death penalty, conviction of innocent people (Causes)/death penalty, execution of innocent people (Causes)/innocent people, convicted (ReceivesAction)/innocent people, executed (ReceivesAction)															
e2-e1	adjacent	sup	4			The death penalty means killing a person.	STATE	death penalty, killing of a person (IsA)/death penalty, killing a person (DefinedAs)/death penalty, killing a person (Causes)	The Christian and humanistic perspective does not allow death penalty.	STATE	Christian perspective, allow death penalty (NotCapableOf)/humanistic perspective, allow death penalty (NotCapableOf)/death penalty, allowed (NotHasProperty)	The Christian and humanistic perspective is the predominant opinion.	STATE	Christian perspective, predominant opinion (IsA)/Christian perspective, predominant (HasProperty)/humanistic perspective, predominant opinion (IsA)/humanistic perspective, predominant (HasProperty)	What is not allowed from predominant opinion should be abandoned.	GENERIC	what is not allowed from predominant opinion, abandoned (ReceivesAction)			
e3-e1	not adjacent	reb	0																	
e4-e3	adjacent	reb	2			The death penalty should deter criminals.	STATE	death penalty, deter criminals (CapableOf)	If criminals are deterred, there are no murders and crimes.	GENERIC/GENERIC	deterring criminals, no murders (Causes)/deterring criminals, no crimes (Causes)/murders, deterrence (ObstructedBy)/crimes, deterrence (ObstructedBy)									
e5-e1	not adjacent	sup	3			The death penalty is irreversible.	STATE	death penalty, irreversible (HasProperty)	The death penalty is imposed by human beings.	GENERALIZING	human beings, impose death penalty (CapableOf)	Human beings make mistakes.	GENERIC	human beings, make mistakes (CapableOf)						
e2-e3	adjacent	NONE	2			The death penalty means killing someone.	STATE	death penalty, killing of someone (IsA)/death penalty, killing someone (DefinedAs)/death penalty, killing someone (UsedFor)/death penalty, killing someone (Causes)	The Christian and humanistic perspective does not allow death penalty.	STATE	Christian perspective, allow death penalty (NotCapableOf)/humanistic perspective, allow death penalty (NotCapableOf)/death penalty, allowed (NotHasProperty)									
e4-e5	adjacent	NONE	2			Innocent people are not guilty of murder and violent crime.		innocent people, not guilty (HasProperty)/innocent people, murder (NotCauses)/innocent people, violent crime (NotCauses)	Time and again, innocent people fall victim to the death penalty.	GENERIC	innocent people, fall victim to the death penalty (CapableOf)/innocent people, killed by the death penalty (ReceivesAction)/innocent people, victim (IsA)									
