TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Intelligence services should be more closely regulated by parliament,				GENERIC	intelligence services, regulated by parliament (ReceivesAction)/parliament, regulate intelligence services (CapableOf)															
e2: for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services.				STATE/STATE	federal state government, familiar with the scope of operations ofN intelligence services (NotHasProperty)/not being familiar with the scope of operations of intelligence services, wiretapping scandal (Causes)/NSA, wiretapping scandal (Causes)/NSA, wiretapping (CapableOf)															
e3: Checks could contribute to restricting the so far rather opaque scope of action of individual services.				GENERIC	action, restricted (ReceivesAction)/checks, restrict actions of individual services (UsedFor)/checks, restrict actions of individual services (CapableOf)/scope of action of individual services, opaque (HasProperty)															
e4: Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,				STATE/STATE	supervision, implemented (ReceivesAction)/laws, observed strongly (ReceivesAction)/supervision, questionable (HasProperty)/stronger observance of laws, questionable (HasProperty)/supervision, stronger observance of laws (Causes)															
e5: as ultimately this decision is in the hands of the respective government leaders.				STATE	decision, hands of respective government leaders (AtLocation)/rgovernment leaders, decision (HasA)/government leaders, make decisions (CapableOf)															
e2-e1	adjacent	sup	2			Without regulation, wiretapping scandals can happen.	GENERIC	wiretapping scandals, happen without regulation (CapableOf)/wiretapping, regulated (ReceivesAction)/no regulation, wiretapping scandals (Causes)	Regulation can familiarise you with the scope of operations.	GENERIC	regulation, familiarise with scope of operations (CapableOf)/operations, regulated (ReceivesAction)/operations, scope (HasA)/regulation, familiarization with the scope of operations (Causes)									
e3-e1	not adjacent	sup	0																	
e4-e1	not adjacent	reb	1			Intelligence services should comply with laws.	GENERIC	intelligence services, comply with laws (CapableOf)												
e5-e4	adjacent	sup	1			Government leaders observe laws.	GENERIC	government leaders, observe laws (CapableOf)												
e3-e4	adjacent	NONE	3			Checks are a part of supervision.	GENERIC	checks, supervision (PartOf)	Intelligence services do not always observe laws.	GENERIC	intelligence services, observe laws (NotCapableOf)	Supervision restricts the scope of action.	GENERIC	supervision, restrict the scope of action (CapableOf)/supervision, restrict the scope of action (UsedFor)						
e2-e3	adjacent	NONE	3			The federal state government is responsible for the regulation of intelligence services.	GENERIC	federal state government, responsible for the regulation of intelligence services (HasProperty)/federal state government, regulation of intelligence services (Causes)/federal state government, regulating intelligence services (CapableOf)	NSA is an intelligence service.	STATE	NSA, intelligence service (IsA)/NSA, intelligence services (PartOf)	The scope of action of intelligence services includes wiretapping.	GENERIC	wiretapping, scope of action of intelligence services (PartOf)/intelligence services, scope of action (HasA)/intelligence services, wiretap (CapableOf)						
