TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.				EVENT/EVENT	changing residents, rent increases (Causes)/rent increases, exorbitant rents (Causes)/limit, exorbitant rents (NotCauses)/limit rent increases, stopping exorbitant rents (MotivatedByGoal)/exorbitant rents, stop (CausesDesire)/exorbitant rents, limit rent increases (CausesDesire)/limit rent increases, stopping exorbitant rents (Causes)															
e2: For affordable living space is scarce.				GENERIC	affordable living space, scarce (HasProperty)															
e3: Besides, a higher degree of luxury (expensive flats) is not necessary for the majority of the people, but rather a flat at all.				GENERIC	expensive flats, higher degree of luxury (IsA)/higher degree of luxury, necessary (NotHasProperty)/flat, necessary (HasProperty)/expensive flats, higher degree of luxury (PartOf)/majority of the people, necessity of flat (HasA)															
e4: Plus everyone has to move approx. 3-10 times in his or her life,				GENERIC	everyone, move (CapableOf)/everyone, move 3-10 times in life (CapableOf)/everyone, life (HasA)/move, life (PartOf)															
e5: because the size of the desired accommodation changes over the course of a lifetime.				GENERIC	desired accomodation, size (HasA)/size of the desired accomodation, change (CapableOf)/change of desired size, moving (Causes)															
e2-e1	adjacent	sup	1			rent increases make living unaffordable.	GENERIC	rent increases, unaffordable living (Causes)/living, unaffordable (HasProperty)												
e3-e1	not adjacent	sup	2			Rent increases make flats exorbitant expensive.	GENERIC	rent increases, exorbitantly expensive flats (Causes)/flats, expensive (HasProperty)	Many people cannot afford a exorbitant rent.	GENERIC	many people, afford exorbitant rent (NotCapableOf)/exorbitant rent, unaffordable (HasProperty)									
e4-e1	not adjacent	sup	2			A rent increase takes place when people move.	GENERIC/GENERIC	rent increase, people moving (CreatedBy)/moving, rent increase (Causes)	Because people move frequently, rents rise steadily.	GENERIC/GENERIC	moves, rent increases (Causes)/rent increases, steady (HasProperty)/moves, frequent (HasProperty)									
e5-e4	adjacent	sup	1			Who does not live in his desired accommodation moves.	GENERIC/GENERIC	not living in your desired accomodation, moving (Causes)/moving, desired accomodation (Causes)/moving, live in your desired accomodation (MotivatedByGoal)												
e2-e3	adjacent	NONE	4			Expensive flats are not affordable living space.	GENERIC	expensive flats, affordable living space (NotIsA)/expensive flats, affordable (NotHasProperty)/affordable living space, expensive (NotHasProperty)	The majority of the people needs affordable living space.	GENERIC	majority of people, need of affordable living space (HasA)/majority of people, affordable living space (Desires)	If something is scarce, there is not enough of it for the majority of the people.	GENERIC/GENERIC	something scarce, not enough of it for the majority of the people (HasProperty)/scarce, not enough for the majority of people (DefinedAs)	People need flats to live in.	GENERIC	people, need of flats to live in (HasA)/people, flats (Desires)/flats, live in (UsedFor)			
e3-e4	adjacent	NONE	2			People need flats to live in.	GENERIC	people, in need of flats to live in (HasProperty)/people, flats (Desires)/flats, live in (UsedFor)	People move in and out of flats.	GENERIC	people, move in and out of flats (CapableOf)/flats, moved in and out of (ReceivesAction)									
