TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: No human being or human committee should again be given the permission to rule over 'life or death'.				GENERIC	human being, human committee (PartOf)/human being, rule over life or death (NotCapableOf)/human committee, rule over life or death (NotCapableOf)															
e2: Courts are also subject to human error.				GENERIC	court, make human errors (CapableOf)/human errors, court (PartOf)/courts, subject to human error (HasProperty)															
e3: That's why Germany should not introduce capital punishment!				STATE	Germany, introduce capital punishment (NotCapableOf)/capital punishment, Germany (NotAtLocation)/capital punishment, introduced (NotReceivesAction)															
e4: Every human, even those who have committed a despicable crime, can bring themselves to regret and change their opinion.				GENERIC/GENERIC	human, commit a despicable crime (CapableOf)/human, regret (CapableOf)/human, change their opinion (CapableOf)/opinion, changed (ReceivesAction)/crime, regretted (ReceivesAction)															
e5: A door must remain open for making amends.				GENERIC	door, open (HasProperty)/open door, making of amends (Causes)/door remaining open, make amends (SymbolOf)															
e1-e3	not adjacent	sup	2			In the case of capital punishment, a human committee decides on life and death.	GENERIC	capital punishment, decision on life or death (DefinedAs)/human committee, to capital punishment (CapableOf)/human committee, decide on life and death (CapableOf)/capital punishment, decision over life and death (IsA)	Human committee can decide on capital punishment.	GENERIC	human committee, decide on capital punishment (CapableOf)									
e2-e3	adjacent	sup	3			The court determines whether the capital punishment is carried out.	GENERALIZING/GENERALIZING	court, determine capital punishment (CapableOf)/capital punishment, carried out (ReceivesAction)	The capital punishment cannot be reversed.	STATE	capital punishment, not reversible (HasProperty)/capital punishment, be reversed (NotCapableOf)	Errors must be reversed.	GENERIC	errors, reversed (ReceivesAction)/errors, reverse (CausesDesire)						
e4-e5	adjacent	sup	1			Anyone who regrets his crime wants to make amends.	GENERIC	regret a crime, make amends (Causes)												
e5-e3	not adjacent	sup	2			The capital punishment kills a person.	GENERALIZING	capital punishment, kill a person (CapableOf)/capital punishment, kill a person (DefinedAs)/capital punishment, kill a person (Causes)	A killed person can no longer make amends.	GENERIC	killed person, make amends (NotCapableOf)									
e1-e2	adjacent	NONE	1			A court is a human committee.	GENERIC	court, human committee (IsA)												
e3-e4	adjacent	NONE	3			Humans can change.	GENERIC	humans, change (CapableOf)	Capital punishment is death.	STATE	capital punishment, death (IsA)/capital punishment, death (Causes)	When people die, they cannot change.	GENERIC/GENERIC	dead people, change (NotCapableOf)						
