TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: It is quite clear that Sunday should remain a day of rest.				STATE/STATE	Sunday, remain a day of rest (CapableOf)/Sunday, day of rest (IsA)/Sunday, rest (UsedFor)															
e2: For you can go shopping 6 days a week,				GENERIC	6 days a week, shopping (UsedFor)/shopping, 6 days a week (AtLocation)/you, go shopping 6 days a week (CapableOf)															
e3: as shops are open till 10pm on some days.				GENERIC	shops, open till 10pm on some days (HasProperty)															
e4: Thus Sundays should remain a day for getting together with family,				GENERIC	Sunday, remain a day for getting together with family (CapableOf)/Sunday, day for getting together with family (IsA)/Sunday, getting together with family (UsedFor)															
e5: otherwise there will be a new kind of leisure activity where people spend their time in supermarkets instead of outside or in conversation etc.				STATE/GENERIC	leisure activity, new (HasProperty)/people, spend time in supermarkets (CapableOf)/people, supermarkets (AtLocation)/people, outside (AtLocation)/people, spend time outside (CapableOf)/people, spending time in conversation (CapableOf)/spending time in supermarkets, leisure activity (IsA)/spending time outside, leisure activity (IsA)/spending time in conversation, leisure activity (IsA)/supermarkets, spending time (UsedFor)/outside, spending time (UsedFor)/conversation, spending time (UsedFor)/time, conversation (UsedFor)															
e6: Furthermore, there's no need to keep shops open on Sundays.				GENERIC	shops, open on Sundays (HasProperty)/keep shops open on Sundays, need (NotIsA)															
e2-e1	adjacent	sup	2			Sunday follows the 6 working days of the week.	STATE	Sunday, follow the 6 working days of the week (CapableOf)/Sunday, after the 6 working days of the week (HasProperty)/week, 6 working days (HasA)/6 working days, week (PartOf)/Sunday, week (PartOf)/Sunday, working day (NotIsA)	You cannot shop on a day of rest.	GENERIC	you, shop on day of rest (NotCapableOf)/you, day of rest (HasA)/day of rest, shopping (NotUsedFor)/day of rest, shopping (NotCauses)/shopping, day of rest (NotPartOf)									
e3-e2	adjacent	sup	1			If shops are open, you can go shopping	GENERIC/GENERIC	shops, open (HasProperty)/you, go shopping (CapableOf)/shopping, shops being open (HasPrerequisite)/shops being open, shopping (Causes)												
e4-e1	not adjacent	sup	1			On days of rest you can spend time with your family.	GENERIC	you, family (PartOf)/days of rest, spending time with your family (UsedFor)/days of rest, spending time with your family (Causes)/you, spend time with your family (CapableOf)/spend time with your family, days of rest (AtLocation)/spending time with your family, days of rest (HasPrerequisite)												
e5-e4	adjacent	sup	2			Without a day of rest, people spend their time in supermarkets on Sundays.	GENERIC	Sunday, no day of rest (IsA)/people, spend time in supermarkets (CapableOf)/people, supermarkets (AtLocation)/not having a day of rest, people spending their time in supermarkets on Sundays (Causes)	If Sunday remains a day of rest, you can spend time with your family.	GENERIC/GENERIC	Sunday, spend time with family (UsedFor)/you, spend time with family (CapableOf)/Sunday remaining a day of rest, spending time with your family (Causes)/Sunday, day of rest (IsA)/spending time with your family, Sunday remaining a day of rest (HasPrerequisite)									
e6-e1	not adjacent	sup	1			Shops should not be kept open on days of rest.	GENERIC	shops, open on days of rest (NotHasProperty)/shops, kept open on days of rest (NotReceivesAction)												
e3-e4	adjacent	NONE	2			Shops are not open on Sundays.	GENERIC	shops, open on Sundays (NotHasProperty)	People cannot shop and spend time with their family at the same time.	GENERIC/GENERIC	people, shop and spend time with family at same time (NotCapableOf)/people, family (PartOf)/shopping, spending time with their family (NotCauses)/spending time with their family, shopping (ObstructedBy)/shopping, spending time with their family (ObstructedBy)									
e5-e6	adjacent	NONE	3			When shops are open on Sundays, people spend their Sundays in supermarkets.	GENERIC/GENERIC	shops, open on Sundays (HasProperty)/people, spend Sundays in supermarkets (CapableOf)/people, supermarkets (AtLocation)/shops being open on Sundays, spending their Sundays in supermarkets (Causes)/people, spend their Sundays in supermarkets (CapableOf)/spending their Sundays in supermarkets, shops being open on Sundays (HasPrerequisite)	People usually spend their Sundays outside or in conversation.	GENERIC	spending Sundays, outside (AtLocation)/conversation, spending Sundays (UsedFor)/conversation, spending Sundays (PartOf)/being outside, spending Sundays (PartOf)/people, spend their Sundays outside (CapableOf)/people, spend their Sundays in conversation (CapableOf)/Sundays, spent in conversation (ReceivesAction)/Sundays, spent outside (ReceivesAction)	Sundays are days for leisure activity.	GENERIC	Sundays, doing leisure activity (UsedFor)/Sundays, days (IsA)/Sundays, days for leisure activity (IsA)						
