TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: We should go to the Baltic Sea on the weekend.				STATE	we, go to Baltic Sea (CapableOf)/we, at Baltic Sea (AtLocation)															
e2: According to the weather report it'll be perfect beach weather,				GENERIC	weather report, perfect beach weather (HasA)/perfect beach weather, weather report (PartOf)/weather, perfect (HasProperty)															
e3: and one mustn't let this go to waste,				GENERIC	perfect beach weather, letting go to waste (NotCausesDesire)															
e4: even if I do have to prepare a presentation for Tuesday.				STATE	I, prepare presentation (CapableOf)/presentation, prepared (ReceivesAction)															
e5: Besides, I get to use my folks' big, comfy car.				STATE	my folks, car (HasA)/I, use car (CapableOf)/car, big (HasProperty)/car, comfy (HasProperty)/car, used (ReceivesAction)															
e2-e1	adjacent	sup	1			Perfect beach weather should be exploited at the sea.	GENERIC	perfect beach weather, exploited at the sea (ReceivesAction)/perfect beach weather, be exploited at the sea (CapableOf)/perfect beach weather, exploiting at the sea (UsedFor)/perfect beach weather, sea (AtLocation)/perfect beach weather, exploiting at the sea (CausesDesire)/weather, perfect (HasProperty)												
e3-e1	not adjacent	add	1			Going to the sea is not wasted time.	GENERIC	going to the sea, wasted time (NotIsA)												
e4-e1	not adjacent	reb	1			If you go to the Baltic Sea, you cannot prepare a presentation.	GENERIC/GENERIC	preparing a presentation, going to the Baltic Sea (ObstructedBy)/preparing a presentation, going to the Baltic Sea (NotHasSubevent)/going to the Baltic Sea, not preparing a presentation (Causes)												
e5-e1	not adjacent	sup	1			You need a car to get to the Baltic Sea.	GENERIC	getting to the Baltic Sea, have a car (HasPrerequisite)/car, getting to the Baltic Sea (UsedFor)												
e2-e3	adjacent	NONE	1			Perfect beach weather must not be let go to waste.	GENERIC	perfect beach weather, let go to waste (NotReceivesAction)/perfect beach weather, not be let go to waste (CausesDesire)												
e3-e4	adjacent	NONE	1			Perfect beach weather prevents the preparation of presentations.	GENERIC	perfect beach weather, preparation of presentations (NotUsedFor)/preparation of presentations, perfect beach weather (ObstructedBy)/perfect beach weather, preparing presentations (NotCausesDesire)/perfect beach weather, preventing the preparation of presentations (CapableOf)												
e4-e5	adjacent	NONE	2			You need a car to get to the sea.	GENERIC	getting to the sea, have a car (HasPrerequisite)/car, getting to the sea (UsedFor)	If you go to the sea, you cannot prepare a presentation.	GENERIC/GENERIC	preparing a presentation, going to the sea (ObstructedBy)/preparing a presentation, going to the sea (NotHasSubevent)/going to the sea, not preparing a presentation (Causes)									
