TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Rent prices are already regulated in favour of tenants due to existing laws and the rent index.				GENERIC	laws, regulate rent prices (CapableOf)/rent index, regulate rent prices (CapableOf)/rent prices, regulated in favour of tenants (HasProperty)/rent prices, regulated in favour of tenants (ReceivesAction)/laws, regulate rent prices (Causes)/rent index, regulate rent prices (Causes)															
e2: In view of the high prices for buying flats with existing rent contracts, these are an unattractive investment.				GENERIC	flats, existing rent contracts (HasA)/flats, high prices (HasA)/buying flats, high prices (Causes)/flats with existing rent contracts, unattractive investment (IsA)/flats with existing rent contracts, unattractive (HasProperty)/high prices, unattractive investment (Causes)/high prices, unattractive (HasProperty)															
e3: Even if one might think that additional rent control is needed besides the current tenant protection,				ABSTRACT ENTITY/GENERIC	additional rent control, needed besides the current tenant protection (HasProperty)/rent control, tenant protection (PartOf)															
e4: one should not deny longstanding owners the opportunity to adjust their returns to market level.				GENERIC	owners, adjust returns to market level (CapableOf)/owners, adjust returns to the market level (Desires)															
e5: A cap on rent increases upon tenant change is therefore not to be supported.				GENERIC	cap on rent increases upon tenant change, supported (NotReceivesAction)/rent increases, capped (ReceivesAction)/tenant change, rent increases (Causes)															
e1-e5	not adjacent	sup	1			regulation and capping of rents have similar effects.	GENERIC	regulation, capping of rents (SimilarTo)												
e2-e5	not adjacent	sup	0																	
e3-e5	not adjacent	reb	1			A cap rent increase upon tenant change belongs to the additional rent control.	GENERIC	cap rent increase, additional rent control (IsA)/cap rent increase, rent control (PartOf)/tenant change, rent increase (Causes)												
e4-e5	adjacent	und	1			A rent increase upon tenant change gives the longstanding owners the opportunity to adjust their return to the market level.	GENERIC	rent increase, opportunity (IsA)/owners, adjust returns to market level (CapableOf)/tenant change, rent increase (Causes)/rent increase, adjust returns to the market level (Causes)/rent increase, adjust returns to the market level (MotivatedByGoal)/rent increase, adjust returns to the market level (UsedFor)												
e1-e2	adjacent	NONE	1			Tenants live in flats with existing rent contracts.	GENERIC	tenants, live in flats with existing rent contracts (CapableOf)/tenants, existing rent contracts (HasA)												
e2-e3	adjacent	NONE	2			The current tenant protection includes the protection of existing rent contracts.	STATE	rent contracts, tenant protection (PartOf)/tenant protection, protection of rent contracts (Causes)	The current tenant protection makes the buying of flats an unattractive investment.	GENERALIZING	tenant protection, buying of flats made unattractive (Causes)/buying of flats, unattractive investment (IsA)/tenant protection, buy flats (NotCausesDesire)/buying of flats, tenant protection (ObstructedBy)									
e3-e4	adjacent	NONE	1			Additional rent control prevents from adjustments to market level.	GENERIC	adjustments to market level, rent control (ObstructedBy)/rent control, prevention from adjustments to market level (Causes)												
