TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Due to the increase in opening hours on Sundays and holidays there is a rise in employment.				STATE	increase in opening hours on Sundays and holidays, rise in employment (Causes)/opening hours on Sundays and holidays, increased (ReceivesAction)															
e2: However it's mainly temps (that is, students, pupils etc.) who are employed,				GENERIC	students, temps (PartOf)/students, temps (IsA)/pupils, temps (PartOf)/pupils, temps (IsA)/temps, employed (ReceivesAction)															
e3: so this has hardly any effect on the level of full-time employment and the number of unemployed.				STATE	employment of temps, effect on level of full-time employment (NotHasA)/increase in opening hours, effect on the level of full-time employment (NotHasA)/increase in opening hours, effect on the number of unemployed (NotHasA)/employment of temps, effect on level of full-time employment (NotCauses)/increase in opening hours, effect on the level of full-time employment (NotCauses)/increase in opening hours, effect on the number of unemployed (NotCauses)															
e4: On top of that, private and family life suffers massively because of this reduction and shifting in designated off-times.				GENERIC	reduction in designated off-times, private life suffers (Causes)/reduction in designated off-times, private life suffers (Causes)/reduction in designated off-times, family life suffers (Causes)/reduction in designated off-times, family life suffers (Causes)/shifting in designated off-times, private life suffers (Causes)/shifting in designated off-times, private life suffers (Causes)/shifting in designated off-times, family life suffers (Causes)/shifting in designated off-times, family life suffers (Causes)															
e5: And it's only the large companies that can afford the additional personnel expenditure.				GENERIC/GENERIC	large companies, afford additional personnel expenditure (CapableOf)/affording additional personnel expenditure, large company (HasPrerequisite)															
e6: For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.				GENERIC	supermarkets, open on Sundays (NotCapableOf)/shopping centres, open on Sundays (NotCapableOf)/supermarkets, open on holidays (NotCapableOf)/shopping centres, open on holidays (NotCapableOf)															
e1-e6	not adjacent	reb	0																	
e2-e3	adjacent	sup	1			When temps are hired, full-time employees do not need to work.	GENERIC/GENERIC	hiring of temps, no need for full-time employees (Causes)												
e3-e6	not adjacent	und	1			Supermarkets and shopping centres hire temps for Sundays and public holidays.	GENERIC	supermarkets, hire temps (CapableOf)/shopping centres, hire temps (CapableOf)/Sundays, hire temps (Causes)/public holidays, hire temps (Causes)												
e4-e6	not adjacent	sup	1			Private and family life usually take place on Sundays and public holidays.	GENERIC	private life, Sundays (PartOf)/private life, public holidays (PartOf)/family life, Sundays (PartOf)/family life, public holidays (PartOf)												
e5-e6	adjacent	sup	1			When supermarkets and shopping centres open on Sundays and public holidays, additional personnel expenditure are necessary.	GENERIC/GENERIC	supermarkets, open on Sundays (CapableOf)/shopping centres, open on Sundays (CapableOf)/supermarkets, open on public holidays (CapableOf)/shopping centres, open on public holidays (CapableOf)/open on Sundays, additional personnel (HasPrerequisite)/open on public holidays, additional personnel (HasPrerequisite)/open on Sundays, need for additional personnel (Causes)/open on public holidays, need for additional personnel (Causes)												
e3-e4	adjacent	NONE	1			Designated off-times are days when employees typically do not work (Sundays, holidays).	GENERIC/GENERIC	designated off-times, days when employees do not work (IsA)/designated off-times, days when employees do not work (DefinedAs)/Sunday, designated off-time (IsA)/holidays, designated off-times (IsA)												
e4-e5	adjacent	NONE	2			Designated off-times are days when employees typically do not work (Sundays, holidays).	GENERIC/GENERIC	designated off-times, days when employees do not work (IsA)/designated off-times, days when employees do not work (DefinedAs)/Sunday, designated off-time (IsA)/holidays, designated off-times (IsA)	Working during designated off-times makes more personnel necessary.	GENERIC	working during designated off-times, need for more personnel (Causes)/working during designated off-times, more personnel (HasPrerequisite)									
e1-e2	adjacent	NONE	2			When shops are open on Sundays and holidays, they need more employees.	GENERIC/GENERIC	opening shops on Sundays, need for more employees (Causes)/opening shops on holidays, need for more employees (Causes)/opening shops on Sundays, hire more employees (HasPrerequisite)/opening shops on holidays, hire more employees (HasPrerequisite)	The rise in employment is mainly in favour of temps (students, pupils etc.).	STATE	rise in employment, in favour of temps (HasProperty)/temps, rise in employment (Causes)/students, temps (IsA)/students, temps (PartOf)/pupils, temps (IsA)/pupils, temps (PartOf)									
