TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.				STATE/STATE	Berlin Tegel, central airport (IsA)/Berlin Tegel, attractive for business travellers (HasProperty)/Berlin Tegel, remain operational (CapableOf)/centrality, attractive (HasProperty)															
e2: It is an asset for the economy.				STATE	Berlin Tegel, asset for the economy (IsA)															
e3: The negative impact of air traffic however is considerable.				GENERIC	air traffic, negative impact (HasA)/negative impact of air traffic, considerable (HasProperty)															
e4: Air traffic is extremely environmentally unfriendly.				GENERIC	air traffic, environmentally unfriendly (HasProperty)															
e5: Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades.				GENERALIZING	residents, Tegel (AtLocation)/aircraft noise, stress (Causes)/residents, bear the stress of aircraft noise (CapableOf)/residing in Tegel, bearing the stress of aircraft noise (HasPrerequisite)/residing in Tegel, bearing the stress of aircraft noise (HasSubevent)/residents, aircraft noise (NotDesires)/residents, stress (NotDesires)															
e2-e1	adjacent	sup	1			Economic factors should remain operational.	GENERIC	economic factors, remain operational (CapableOf)												
e3-e1	not adjacent	reb	2			Airports cause air traffic.	GENERIC	airports, air traffic (Causes)	air traffic has a negative impact on cities.	GENERIC	air traffic, negative impact on cities (HasA)/air traffic, negative (HasProperty)									
e4-e3	adjacent	sup	1			What is environmentally unfriendly is negative.	GENERIC	environmentally unfriendly, negative (DefinedAs)/what is environmentally unfriendly, negative (HasProperty)												
e5-e3	not adjacent	sup	1			Aircraft noise is a negative effect of air traffic.	GENERIC	air traffic, aircraft noise (Causes)/aircraft noise, negative effect (IsA)/air traffic, negative effect (HasA)												
e2-e3	adjacent	NONE	1			An asset is the opposite of a negative impact.	GENERIC	asset, opposite of negative impact (IsA)/asset, negative impact (NotIsA)/asset, negative impact (Antonym)												
e4-e5	adjacent	NONE	4			Air traffic causes aircraft noise.	GENERIC	air traffic, aircraft noise (Causes)	Noise is environmentally unfriendly.	GENERIC	noise, environmentally unfriendly (HasProperty)	Tegel is an airport.	STATE	Tegel, airport (IsA)	Airports are important for air traffic.	GENERIC	airports, important for air traffic (HasProperty)/airports, air traffic (Causes)			
