TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Intelligence services apparently enjoy indiscriminate liberties.				GENERIC	intelligence services, indiscriminate liberties (Desires)															
e2: No one can follow their activities in detail.				GENERIC	following activities in detail, impossible (HasProperty)/no one, follow activities in detail (CapableOf)															
e3: Of course a certain level of secrecy is the basis for the work of intelligence services.				GENERIC	work of intelligence services, secrecy (HasPrerequisite)															
e4: The unregulated work of the secret services, however, carries the danger of misuse of their authority.				GENERIC	secret services, authority (HasA)/unregulated work of the secret services, danger of misuse of their authority (Causes)/work of the secret services, regulated (NotHasProperty)/work of the secret services, regulated (NotReceivesAction)/work of the secret services, unregulated (HasProperty)/work of the secret services, unregulated (ReceivesAction)															
e5: That's why intelligence services must be regulated in the framework of parliamentary oversight committees.				GENERIC	parliamentary oversight committees, regulate intelligence services (CapableOf)/intelligence services, regulated by parliamentary oversight committees (ReceivesAction)															
e1-e2	adjacent	sup	1			When someone enjoys liberties, his activities are not followed in detail.	GENERIC/GENERIC	liberties, following activities in detail (ObstructedBy)/liberties, not following activities in detail (DefinedAs)/not following activities in detail, liberties (Causes)												
e2-e5	not adjacent	sup	1			Parliamentary oversight committees can follow activities in detail.	GENERIC	parliamentary oversight committees, follow activities in detail (CapableOf)												
e3-e5	not adjacent	und	1			Regulation prevents secrecy.	GENERIC													
e4-e5	adjacent	und	0																	
e2-e3	adjacent	NONE	1			Secrecy entails the inability to follow others' activities in detail.	GENERIC	secrecy, inability to follow others' activities in detail (Causes)/follow others' activities in detail, secrecy (ObstructedBy)/secrecy, inability to follow others' activities in detail (DefinedAs)												
e3-e4	adjacent	NONE	2			Secret services are intelligence services.	GENERIC		A certain level of secrecy leads to unregulated work.	GENERIC	secrecy, unregulated work (Causes)									
