TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Well, I as an employee find it very practical to be able to shop at least on weekends.				ABSTRACT ENTITY, GENERIC	employee, shop on weekends (CapableOf)/shop on weekends, practical (HasProperty)/employee, shop on weekends (Desires)															
e2: Sure, other people have to work in the shops on the weekend,				GENERIC	people, work on the weekend (CapableOf)/people, shops (AtLocation)															
e3: but they can have days off during the week and run errands at their leisure while I'm stuck in the office.				GENERIC/GENERIC/STATE	people, have days off (CapableOf)/people, run errands (CapableOf)/days off, leisure (Causes)/leisure, running errands (Causes)/week days, days off (UsedFor)/work, office (AtLocation)/leisure, work (ObstructedBy)/work, leisure (Antonym)/week days, work (UsedFor)															
e4: Plus, the state wants me to spend my money,				GENERALIZING	state, spend money (Desires)															
e5: and how am I supposed to do that when the shops aren't open when I'm off work?				QUESTION/GENERIC/GENERALIZING	spend money, closed shops (ObstructedBy)/shops, not open (HasProperty)															
e2-e1	adjacent	reb	3			To be able to shop on weekends, people have to work in the shops.	GENERIC	shop on weekends, work in shops (HasPrerequisite)/people, work in shops (CapableOf)/work on weekends, shop on weekends (Causes)/people, shops (AtLocation)	People who work cannot shop at the same time.	GENERIC	people, work (CapableOf)/people, not work and shop at the same time (CapableOf)/people who work, shop (NotCapableOf)/shop, not work (HasPrerequisite)/work, shopping (ObstructedBy)/work, not shop (HasPrerequisite)	Employees work during the week.	GENERIC	employees, work during the week (CapableOf)						
e3-e1	not adjacent	und	3			To be able to shop on weekends, people have to work in the shops.	GENERIC	shop on weekends, work in shops (HasPrerequisite)/people, work in shops (CapableOf)/work on weekends, shop on weekends (Causes)/people, shops (AtLocation)	If you work on weekends, you have to be off on another day.	GENERIC/GENERIC	work on weekends, be off another day (Causes)/be off another day, work on weekends (HasPrerequisite)	If you work, you can't shop at the same time.	GENERIC/GENERIC	work, not shop (HasPrerequisite)/work, shop (ObstructedBy)						
e4-e1	not adjacent	sup	2			Shopping on weekends is relaxed shopping.	GENERIC	shopping on weekends, relaxed shopping (IsA)/shopping on weekends, relaxed (HasProperty)	More money is spent on relaxed shopping.	GENERIC	relaxed shopping, spending more money (Causes)/relaxed shopping, spend money (CausesDesire)/spending money, being relaxed (HasPrerequisite)									
e5-e1	not adjacent	add	3			Employees usually have weekends off.	GENERIC	employees, weekends off (HasA)	Shops are normally closed on weekends.	GENERIC	shops, closed on weekends (HasProperty)	you cannot shop when the shops are closed.	GENERIC/GENERIC	shopping, shops open (HasPrerequisite)						
e2-e3	adjacent	NONE	4			Employees work during the week.	GENERIC	employees, work during the week (CapableOf)	They shop on the weekend.	GENERIC	employees, shop on the weekend (CapableOf)/weekend, shopping (UsedFor)	When people work on the weekend, they can have days off during the week.	GENERIC/GENERIC	people, work on weekend (CapableOf)/people, days off during the week (HasA)/days off during the week, work on weekend (HasPrerequisite)	Running errands is shopping.	GENERIC	running errands, shopping (IsA)/running errands, shopping (DefinedAs)			
e3-e4	adjacent	NONE	2			People spend money through shopping.	GENERIC	shopping, spend money (Causes)	You cannot shop while you're stuck in the office.	GENERIC/GENERIC	shop, not work (HasPrerequisite)/work, office (AtLocation)/shopping, work (ObstructedBy)									
e4-e5	adjacent	NONE	4			People spend money through shopping.	GENERIC	shopping, spend money (Causes)	You can only shop when you're off work.	GENERIC/GENERIC	shop, no work (HasPrerequisite)	You can only shop when shops are open.	GENERIC/GENERIC	shopping, shops open (HasPrerequisite)	Shops have to be open when you're off work so that you can spend money.	GENERIC/GENERIC/GENERIC	shops, open (HasProperty)/shopping, shops open (HasPrerequisite)/shopping, not working (HasPrerequisite)			
