TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: School uniforms should be introduced in our schools again.				GENERIC	school uniforms, introduced in schools (ReceivesAction)															
e2: This provides an at least superficial equalization in our heavily economically oriented society,				GENERIC	school uniforms, superficial equalization (Causes)/school uniforms, superficial equalization (UsedFor)/economically oriented society, equalization (NotHasA)/economically oriented society, equalization (NotCauses)/equalization, economically oriented society (ObstructedBy)															
e3: which may reduce discrimination of financially and/or socially disadvantaged children.				GENERIC	superficial equalization, reduce discrimination (CapableOf)/superficial equalization, reduce discrimination (Causes)/financially disadvantaged children, discriminated (ReceivesAction)/socially disadvantaged children, discriminated (ReceivesAction)/superficial equalization, reduce discrimination (UsedFor)/superficial equalization, reduce discrimination (MotivatedByGoal)/discrimination, reduced (ReceivesAction)/disadvantaged children, discriminated (HasProperty)															
e4: Furthermore, it would facilitate the finding of truants, who may wish to get away with fewer classes at school.				GENERIC/GENERIC	school uniforms, finding of truants (Causes)/school uniforms, finding of truants (UsedFor)/school uniforms, finding of truants (Causes)/truants, wish to get away with fewer classes (HasA)/truants, wish to get away with fewer classes (CapableOf)															
e5: Uniforms always and immediately provoke fear of losing one's individuality				GENERIC	uniforms, fear of losing one's individuality (Causes)															
e6: but what's really lacking in schools today is rather a real sense of community, which would possibly be strengthened by an equal, collective appearance.				GENERIC/GENERIC	sense of community, strengthened (ReceivesAction)/schools, sense of community (NotHasA)/equal appearance, sense of community (Causes)/collective appearance, sense of community (Causes)															
e2-e3	adjacent	sup	1			Equalization can reduce discrimination.	GENERIC	equalization, reduce discrimination (CapableOf)/discrimination, equalization (ObstructedBy)												
e3-e1	not adjacent	sup	1			School uniforms can reduce discrimination.	GENERIC	school uniforms, reduce discrimination (CapableOf)/discrimination, school uniforms (ObstructedBy)												
e4-e1	not adjacent	sup	2			School uniforms help to identify students.	GENERIC	school uniforms, help to identify students (CapableOf)/scool uniforms, identify students (Causes)/school uniforms, identify students (UsedFor)	Students who are not in the school building during school time are truants.	GENERIC	students, school building (AtLocation)/students who are not in the school building during school time, truants (IsA)/students who are not in the school building during school time, truants (DefinedAs)									
e5-e1	not adjacent	reb	0																	
e6-e1	not adjacent	und	1			School uniforms cause an equal, collective appearance.	GENERIC	school uniforms, equal appearance (Causes)/school uniforms, collective appearance (Causes)												
e1-e2	adjacent	NONE	2			School uniforms provide at least superficial equalization.	GENERIC	school uniforms, superficial equalization (Causes)/school uniforms, superficial equalization (UsedFor)/school uniforms, provide superficial equalization (CapableOf)	Our schools are a part of our heavily economically oriented society.	GENERIC	schools, economically oriented society (PartOf)									
e3-e4	adjacent	NONE	0																	
e4-e5	adjacent	NONE	3			Students who are not in the school building during school time are truants.	GENERIC	students, school building (AtLocation)/students who are not in the school building during school time, truants (IsA)/students who are not in the school building during school time, truants (DefinedAs)	Students all look the same in school uniforms.	GENERIC	students, look the same in school uniforms (CapableOf)/school uniforms, look the same (Causes)	Who looks the same as everyone else lacks individuality.	GENERIC/GENERIC	who looks the same as everyone else, individuality (NotCapableOf)/individuality, look the same (ObstructedBy)/who looks the same as everyone else, individuality (NotHasA)						
e5-e6	adjacent	NONE	3			Schools do not lack pupils' individuality.	GENERIC	schools, lack of pupils' individuality (NotHasA)/pupils' individuality, schools (PartOf)	Uniforms provide an equal, collective appearance.	GENERIC	uniforms, equal appearance (Causes)/uniforms, collective appearance (Causes)	Individuality is not a sense of community.	GENERIC	individuality, sense of community (NotIsA)/individuality, sense of community (NotMannerOf)/individuality, sense of community (NotSimilarTo)						
