TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too.				GENERALIZING/GENERALIZING	state, purchasing illegally acquired tax data (CapableOf)/citizens, tax data (HasA)/purchasing illegally acquired tax data, turning into a felon (DefinedAs)/purchasing illegally acquired tax data, turning into a felon (Causes)/purchasing illegally acquired tax data, paying criminals (DefinedAs)/purchasing illegally acquired tax data, paying criminals (Causes)															
e2: Besides, the purchase of such CDs is unnecessary today,				GENERIC	purchase of CDs with tax data, unnecessary (HasProperty)															
e3: as, due to changed terms of business, many banks urge their customers to turn themselves in.				GENERIC	banks, urge customers (CapableOf)/banks, terms of business (HasA)/banks, change terms of business (CapableOf)/banks, customers turning themselves in (Desires)/terms of business, turning themselves in (CausesDesire)/terms of business, turning themselves in (Causes)/change terms of business, turning themselves in (HasPrerequisite)/customers, turning themselves in (CapableOf)															
e4: Acquiring CDs with tax data of tax delinquents is therefore out of the question.				GENERIC	tax delinquents, CDs with tax data (Causes)/acquiring CDs with tax data, out of the question (HasProperty)															
e5: It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in.				STATE/GENERALIZING	purchasing tax data, pressure on tax evaders to turn themselves in (Causes)/purchasing tax data, increasing the pressure on tax evaders to turn themselves in (MotivatedByGoal)/state, purchasing tax data (CapableOf)/tax evaders, turn themselves in (CapableOf)/pressure, turning themselves in (Causes)															
e1-e4	not adjacent	sup	0																	
e2-e4	not adjacent	sup	0																	
e3-e2	adjacent	sup	2			Customers should report themselves for tax evasion.	GENERIC	customers, report themselves for tax evasion (CapableOf)	CDs with tax data help to uncover tax evasion.	GENERIC	CDs with tax data, help to uncover tax evasion (CapableOf)/CDs with tax data, uncover tax evasion (UsedFor)/CDs with tax data, uncover tax evasion (Causes)									
e5-e4	adjacent	reb	1			Acquiring CDs with tax data helps to uncover tax evasion.	GENERIC	acquiring of CDs with tax data, help to uncover tax evasion (CapableOf)/acquiring CDs with tax data, uncover tax evasion (UsedFor)/acquiring CDs with tax data, uncover tax evasion (Causes)												
e1-e2	adjacent	NONE	3			Data of tax evaders is stored on CDs.	GENERIC	data of tax evaders, stored on CDs (ReceivesAction)/data of tax evaders, CDs (AtLocation)/CDs, data of tax evaders (MadeOf)	The state wants to uncover tax evasion.	STATE	state, uncover tax evasion (Desires)	Purchasing illegally acquired tax data is controversial.	STATE	purchasing illegally acquired tax data, controversial (HasProperty)						
e3-e4	adjacent	NONE	2			Tax delinquents are bank customers.	GENERIC	tax delinquents, bank customers (IsA)	When tax delinquents turn themselves in, there is no need to acquire CDs with their data.	GENERIC/GENERIC	tax delinquents, turn themselves in (CapableOf)/turning themselves in, no need to acquire CDs (Causes)									
