TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Many people see proven relief of their symptoms and complaints by complementary medicine.				GENERIC	relief of symptoms, proven (HasProperty)/relief ofcomplaints, proven (HasProperty)/people, symptoms (HasA)/people, complaints (HasA)/complementary medicine, relief of  symptoms (Causes)/complementary medicine, relief of complaints (Causes)															
e2: However there is no substantiated data that this healing isn't simply due to the placebo effect.				GENERIC/GENERIC	placebo effect, healing (Causes)/placebo effect, cause healing (CapableOf)															
e3: Besides many practices in this field are not regulated professions,				GENERIC	many practices in the field of complimentary medicine, regulated professions (NotIsA)/many practices in the field of complimentary medicine, regulated professions (NotDefinedAs)															
e4: which means that quacks and phonies can practice these occupations unknown to the patients.				GENERIC	occupation of quacks, unknown to the patients (HasProperty)/occupation of phonies, unknown to the patients (HasProperty)/quacks, practice these occupations (CapableOf)/phonies, practice these occupations (CapableOf)/patients, know about quacks (NotCapableOf)/patients, know about phonies (NotCapableOf)															
e5: That's why the statutory health insurance companies should not cover such treatments.				GENERIC	statutory health insurance companies, cover treatments (NotCapableOf)															
e6: It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.				GENERIC	investment, conceivable (HasProperty)/training of occupation, investment (ReceivesAction)/control of occupation, investment (ReceivesAction)/state, invest more (CapableOf)															
e1-e5	not adjacent	reb	2			Treatments can relieve symptoms	GENERIC	treatments, relieve symptoms (CapableOf)/treatments, relieving symptoms (Causes)	Health insurance companies do not pay for all treatments that relieve symptoms.	GENERIC	treatments, relieve symptoms (CapableOf)/health insurance companies, pay for all treatments (NotCapableOf)/all treatments, paid for (NotReceivesAction)									
e2-e5	not adjacent	und	2			Health insurance companies only pay for treatments with demonstrable effect.	GENERIC	treatments, effect (HasA)/health insurance companies, pay for treatments (CapableOf)/pay for treatments, demonstrable effect (HasPrerequisite)	The placebo effect does not provide evidence of treatment with effect.	STATE	placebo effect, provide evidence of treatment with effect (NotCapableOf)/treatment, effect (HasA)/treatment, placebo effect (Causes)/placebo effect, evidence of treatment with effect (NotIsA)/placebo effect, evidence of treatment with effect (NotCauses)									
e3-e4	adjacent	sup	2			If a profession is not regulated, anyone can do it.	GENERIC/GENERIC	profession, unregulated (HasProperty)/not regulated, something that anyone can do (DefinedAs)/anyone, not regulated profession (CapableOf)	What anyone can do attracts quacks and phonies.	GENERIC	what anyone can do, attractive (HasProperty)/what anyone can do, attract quacks (CapableOf)/what anyone can do, attract phonies (CapableOf)/quacks, do what anyone can do (CapableOf)/phonies, do what anyone can do (CapableOf)									
e4-e5	adjacent	sup	1			Health insurance funds do not pay for benefits performed by quacks and phonies.	GENERIC/GENERIC	quacks, perform benefit (CapableOf)/phonies, perform benefit (CapableOf)/health insurance funds, pay for benefits performed by quacks (NotCapableOf)/health insurance funds, pay for benefits performed by phonies (NotCapableOf)												
e6-e5	adjacent	reb	2			The training and control of natural and alternative practitioners is not sufficient.	GENERIC	natural pracitioners, trained (ReceivesAction)/natural pracitioners, controlled (ReceivesAction)/natural pracitioners, trained (HasProperty)/natural pracitioners, controlled (HasProperty)/alternative pracitioners, trained (ReceivesAction)/alternative pracitioners, controlled (ReceivesAction)/alternative pracitioners, trained (HasProperty)/alternative pracitioners, controlled (HasProperty)/raining of natural practitioners, sufficient (NotHasProperty)/training of alternative practitioners, sufficient (NotHasProperty)/control of natural practitioners, sufficient (NotHasProperty)/control of alternative practitioners, sufficient (NotHasProperty)	Health insurance companies should only pay for treatments with sufficient training and control.	GENERIC	health insurance companies, pay for treatments (CapableOf)/pay for treatments, training (HasPrerequisite)/pay for treatments, control (HasPrerequisite)/treatments, training (HasPrerequisite)/treatments, control (HasPrerequisite)									
e1-e2	adjacent	NONE	2			Healing means relief of someone's symptoms and complaints.	GENERIC	healing, relief of symptoms (DefinedAs)/healing, relief of complaints (DefinedAs)/healing, relief of symptoms (Causes)/healing, relief of complaints (Causes)	The placebo effect causes relief of symptoms without proven effect of the medicine.	STATE	medicine, relief of symptoms (Causes)/placebo effect, relief of symptoms (Causes)/placebo effect, proven effect of the medicine (NotHasPrerequisite)									
e2-e3	adjacent	NONE	0																	
