TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Every German citizen has a right to education.				GENERIC	German citizen, right to education (HasA)															
e2: Quality at universities has its price,				GENERIC	quality at universities, price (HasA)/quality at universities, price (Causes)/quality at universities, price (HasPrerequisite)															
e3: which is why students also ought to be involved in this cost factor.				GENERIC	students, involved in cost factor (ReceivesAction)															
e4: But education must not be a question of money in a wealthy society such as Germany.				GENERIC	education, question of money (NotIsA)/Germany, wealthy society (IsA)/wealthy society, education being a question of money (NotCauses)															
e5: Therefore universities should not charge tuition fees in Germany.				GENERIC	universities, Germany (AtLocation)/German universities, not charge tuition fees (CapableOf)															
e1-e5	not adjacent	sup	5			Education is provided at universities.	GENERIC	education, provided at universities (ReceivesAction)/education, universities (AtLocation)/universities, education (Causes)/universities, education (UsedFor)	Tuition fees have to be paid for getting education.	GENERIC	tuition fees, paid for getting education (ReceivesAction)/getting education, pay tuition fees (HasPrerequisite)	Rights are free.	GENERIC	rights, free (HasProperty)	Tuition fees cost money.	GENERIC	tuition fees, cost money (CapableOf)/tuition fees, cost money (HasProperty)	Not every German citizen can get education at university.	GENERIC	some German citizens, get education at universities (NotCapableOf)/not every German citizen, get education at universities (CapableOf)
e2-e3	adjacent	sup	3			students study at universities.	GENERIC	students, universities (AtLocation)/students, study at universities (CapableOf)/study, universities (AtLocation)	Students benefit from the quality of their university.	GENERIC	students, benefit from quality of university (HasA)/university, quality (HasA)/university, quality (HasProperty)/students, benefit from the quality of their university (CapableOf)/quality of university, benefit for students (Causes)	Quality is a cost factor.	GENERIC	quality, cost factor (IsA)/quality, costs (Causes)						
e3-e5	not adjacent	reb	3			The quality of universities costs money.	GENERIC	quality of universities, cost money (HasProperty)/quality of universities, costs (Causes)/universities, quality (HasA)/universities, quality (HasProperty)	Students benefit from the quality.	GENERIC	students, benefit from quality (HasA)/students, benefit from quality (CapableOf)/quality, benefit for students (Causes)	Tuition fees ensure quality of the universities.	GENERIC	ftuition fees, ensure quality of the universities (CapableOf)/tuition fees, quality of the universities (UsedFor)/tuition fees, quality of the universities (Causes)/quality of the universities, tuition fees (HasPrerequisite)						
e4-e5	adjacent	und	2			Education is obtained at universities.	GENERIC	education, obtained at universities (ReceivesAction)/education, universities (AtLocation)/universities, education (Causes)/universities, education (UsedFor)	Tuition fees cost money.	GENERIC	tuition fees, costing money (HasProperty)/tuition fees, costs (Causes)									
e1-e2	adjacent	NONE	3			Universities provide education.	GENERIC	universities, provide education (CapableOf)/universities, education (Causes)/universities, education (UsedFor)	Education should have quality.	GENERIC	education, quality (HasA)/education, have quality (CapableOf)	Good education costs money.	GENERIC	good education, costing money (HasProperty)/good education, costs (Causes)/good education, money (HasPrerequisite)						
e3-e4	adjacent	NONE	2			Education costs money.	GENERIC	education, costing money (HasProperty)/education, costs (Causes)	Students receive education.	GENERIC	students, educated (ReceivesAction)/students, receive education (CapableOf)/students, education (HasA)									
