TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Large events that stir national or even international attention attract many visitors,				GENERIC	large events, stir national attention (CapableOf)/large events, stir international attention (CapableOf)/large events, attract many visitors (CapableOf)/large events, national attention (Causes)/large events, international attention (Causes)/large events, many visitors (Causes)/national attention, many visitors (Causes)/international attention, many visitors (Causes)															
e2: and nothing will get Berlin out of its financial jam more than a lot of spending visitors.				EVENT	Berlin, get out of its financial jam (CapableOf)/spending visitors, get Berlin out of its financial jam (CapableOf)/visitors, Berlin (AtLocation)/Berlin, financial jam (HasA)/spending visitors, get Berlin out of its financial jam (CapableOf)/financial jam, spending visitors (ObstructedBy)/spending visitors, get Berlin out of its financial jam (UsedFor)															
e3: Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.				STATE	Mayor of Berlin, keep hurdles for organizing such events low (CapableOf)/events, organized (ReceivesAction)/Berlin, Mayor (HasA)/Mayor, Berlin (AtLocation)/organizing events, hurdles (HasA)/organizing events, hurdles (Causes)/hurdles for organizing events, Mayor of Berlin (ObstructedBy)/hurdles for organizing events, kept as low as possible (ReceivesAction)															
e4: Of course a higher federal subsidy would be even better for Berlin's coffers,				STATE	Berlin, federal subsidy (HasA)/higher federal subsidy, better for Berlin's coffers (HasProperty)/federal subsidy, Berlin's coffers (UsedFor)															
e5: but you shouldn't bother hoping for that.				GENERIC	you, not bother (CapableOf)															
e1-e3	not adjacent	sup	1			Hurdles prevent the organization of major events.	GENERIC	hurdles, prevent organization of major events (CapableOf)/major events, organized (ReceivesAction)/organization of major events, hurdles (HasA)/organization of major events, hurdles (ObstructedBy)/hurdles, prevent the organization of major events (CapableOf)												
e2-e3	adjacent	add	2			Large Events attract spending visitors.	GENERIC	large events, attract spending visitors (CapableOf)/visitors, large events (AtLocation)/large events, spending visitors (Causes)	Hurdles prevent the organisation of events.	GENERIC	hurdles, prevent organization of major events (CapableOf)/major events, organized (ReceivesAction)/organization of major events, hurdles (HasA)/organization of events, hurdles (ObstructedBy)									
e4-e2	not adjacent	reb	1			Higher federal subsidy can help Berlin out of its financial jam.	GENERIC	federal subsidy, help Berlin out of financial jam (CapableOf)/Berlin, federal subsidy (HasA)/Berlin, financial jam (HasA)/financal jam, federal subsidy (ObstructedBy)												
e5-e2	not adjacent	und	2			A higher subsidy from the federal government could help Berlin out of its financial jam.	GENERIC	federal government, subsidy (HasA)/federal government, subsidy (CapableOf)/subsidy, help Berlin out of financial jam (CapableOf)/Berlin, subsidy (HasA)/Berlin, financial jam (HasA)/financal jam, subsidy (ObstructedBy)	A higher subsidy from the federal government is unlikely	STATE	higher subsidy from the federal government, unlikely (HasProperty)/federal government, higher subsidy (HasA)									
e1-e2	adjacent	NONE	2			When you are in a fincancial jam, you need money.	GENERIC/GENERIC	fincancial jam, need of money (IsA)/financial jam, need for money (Causes)/financial jam, get money (CausesDesire)	Visitors spend money.	GENERIC	visitors, spend money (CapableOf)/visitors, money (HasA)/visitors, money (Causes)									
e3-e4	adjacent	NONE	3			The Mayor of Berlin has an interest in Berlin's coffers.	STATE	Berlin, Mayor (HasA)/Berlin, coffers (HasA)/Mayor of Berlin, interested in Berlin's coffers (HasProperty)/Mayor, Berlin (AtLocation)/coffers, Berlin (AtLocation)/Mayor of Berlin, interest in Berlin's coffers (HasA)/Mayor of berlin, Berlin's coffers (Desires)	Organizing events is good for Berlin's coffers.	GENERIC	events, Berlin (AtLocation)/events, organized (ReceivesAction)/organizing events, good for Berlin's coffers (HasProperty)/organize events, fill Berlin's coffers (MotivatedByGoal)/organizing events, Berlin's coffers (UsedFor)/organizing events, filling Berlin's coffers (Causes)	Berlin is a federal state.	STATE	Berlin, federal state (IsA)						
e4-e5	adjacent	NONE	2			A higher federal subsidy would be good for Berlin.	GENERIC	higher federal subsidy, good for Berlin (HasProperty)/Berlin, higher federal subsidy (HasA)	You should hope for something that is good.	GENERIC/GENERIC	you, hope (CapableOf)/something, good (HasProperty)/hope, something that is good (UsedFor)/something that is good, hoped for (ReceivesAction)/something that is good, hope for it (CausesDesire)									
