TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: 'Property entails commitment' is one of the tenets of our social order.				STATE	property entails commitment', one tenet of our social order (IsA)/property, entail commitment (CapableOf)/'property entails commitment', social order (PartOf)/social order, tenets (HasA)/tenets, social order (PartOf)/'property entails commitment', tenet (IsA)/property, commitment (HasPrerequisite)/property, commitment (Causes)															
e2: Everyone should be able to get the utmost profit from his or her property.				GENERIC	everyone, get utmost profit from property (CapableOf)/property, profit (UsedFor)/property, profit (Causes)															
e3: A fixing of rent prices according to the market alone, however, will lead to a further division of society.				STATE	rent prices, fixed (ReceivesAction)/fixing of rent prices, further division of society (Causes)/society, divided (ReceivesAction)/society, divided (HasProperty)/market, fixing of rent prices (UsedFor)															
e4: The rich and poor live in different neighbourhoods.				GENERIC	the rich and poor, live in different neighbourhoods (CapableOf)/The rich and poor, different neighbourhoods (AtLocation)/the rich, neigbourhoods (AtLocation)/the poor, lneigbourhoods (AtLocation)															
e5: A constant increase in rent upon a change of tenants hence cannot be desired by society.				STATE	change of tenants, increase in rent (Causes)/increase in rent, desired by society (NotHasProperty)/tenant, society (PartOf)/society, increase in rent (NotDesires)															
e1-e5	not adjacent	sup	4			Living space is property	GENERIC	living space, property (IsA)	People need living space	GENERIC	people, need living space (CapableOf)/people, living space (AtLocation)/people, living space (Desires)/people, need for living space (HasA)	Owners of living space should be obliged to make living space available to people	GENERIC	owners of living space, make living space available to people (CapableOf)/living space, available to people (HasProperty)/owners of living space, obliged to make living space available to people (HasProperty)	Increasing the rent makes access to living space more difficult.	GENERIC				
e2-e5	not adjacent	und	1			A rent increase enables the landlord to make a profit from his property.	GENERIC	rent increase, enable landlord to make profit from property (CapableOf)/rent increase, profit (IsA)/property, profit (Causes)/rent increase, making profit (Causes)/landlord, make profit (CapableOf)/landlord, property (HasA)												
e3-e5	not adjacent	und	1			division of society is not desired by society.	GENERIC	division of society, desired by society (NotHasProperty)/society, desire for division (NotHasA)/society, divided (HasProperty)/society, division of society (NotDesires)												
e4-e3	adjacent	sup	2			The rent depends on the neighborhood.	GENERIC	neigbourhood, rent (Causes)/rent, dependent on neighbourhood (HasProperty)	If rich and poor live separately, this leads to a division of society.	GENERIC/GENERIC	rich and poor, live separately (CapableOf)/separate life of rich and poor, division of society (Causes)/rich and poor, society (PartOf)/society, divided (ReceivesAction)/rich living separately, division of society (Causes)/poor living separately, division of society (Causes)/division of society, rich living separately (DefinedAs)/division of society, poor living separately (DefinedAs)									
e1-e2	adjacent	NONE	1			Our social order says that people should be able to profit from their property.	ABSTRACT ENTITY/GENERIC	people, profit from property (CapableOf)/social order, people being able to profit from their property (DefinedAs)/profiting from property, social order (PartOf)												
e2-e3	adjacent	NONE	1			When rent prices are fixed, people cannot get the utmost profit from their property.	GENERIC/GENERIC	rent prices, fixed (ReceivesAction)/people, get utmost profit from property (NotCapableOf)/property, profit (UsedFor)/getting utmost profit from property, fixed rent prices (ObstructedBy)												
e4-e5	adjacent	NONE	1			Society consist of the rich and the poor.	GENERIC	society, rich and poor (MadeOf)/the rich, society (PartOf)/the poor, society (PartOf)												
