TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: The EU should exert influence on the political events in Ukraine.				STATE	EU, exert influence on the political events in Ukraine (CapableOf)/political events, Ukraine (AtLocation)/EU, influence (HasA)															
e2: The developments in that conflict should not be left to former Cold War opponents alone,				STATE	developments in the conflict, left to Cold War opponents (ReceivesAction)/developments in the conflict, left to Cold War opponents (HasProperty)															
e3: for that course can only lead to escalation in some form.				STATE	course, escalation in some form (Causes)/course, escalation (Causes)															
e4: Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.				STATE	EU, get involved with countries (CapableOf)/Ukaine, culturally close (HasProperty)/Ukraine, geographically close (HasProperty)/Ukaine, country (IsA)															
e5: Indeed one could argue that a country has to deal with internal political changes itself,				ABSTRACT ENTITY/GENERIC	country, deal with internal political changes itself (CapableOf)/country, deal with internal political changes itself (CapableOf)															
e6: but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.				GENERIC	Ukrainian people, protected from strong interests of two Great Powers (ReceivesAction)/power, responsibility (Causes)/political power, political responsibility (Causes)/protecting the Ukrainian people, political responsibility (IsA)/two Great Powers, strong interests (HasA)															
e2-e1	adjacent	sup	2			Cold War opponents interfere with events in Ukraine.	GENERIC	Cold War opponents, interfere with events (CapableOf)/events, Ukraine (AtLocation)/Cold War opponents, interfere with events in Ukraine (CapableOf)/events in Ukraine, interfered by Cold War opponents (ReceivesAction)/Cold War opponents, events in Ukraine (PartOf)	A conflict is a political event.	GENERIC	conflict, political event (IsA)									
e3-e2	adjacent	sup	1			A conflict may lead to escalation.	STATE	conflict, escalation (Causes)/conflict, escalation (Causes)												
e4-e1	not adjacent	sup	1			The EU should influence political events in countries who are culturally and geographically close.	STATE/GENERIC	political events, countries (AtLocation)/EU, influence political events in countries (CapableOf)/countries, culturally close (HasProperty)/countries, geographically close (HasProperty)/being culturally close, influence of the EU (Causes)/being geographically close, influence of the EU (Causes)												
e5-e1	not adjacent	reb	3			There are internal political changes in Ukraine.	STATE	Ukraine, internal political changes (HasA)/internal political changes, Ukraine (AtLocation)	Not every country can cope with internal political changes.	GENERIC	not every country, cope with internal political changes (CapableOf)/some countries, cope with internal political changes (NotCapableOf)	The EU can help to cope with internal political changes.	GENERALIZING	EU, help to cope with internal political changes (CapableOf)						
e6-e1	not adjacent	und	1			The EU has political power.	STATE	EU, political power (HasA)												
e4-e5	adjacent	NONE	5			Ukraine is a country.	STATE	Ukraine, country (IsA)	There are internal political changes in Ukraine.	GENERALIZING	Ukraine, internal political changes (HasA)/internal political changes, Ukraine (AtLocation)	Not every country can cope with internal political changes.	GENERIC	not every country, cope with internal political changes (CapableOf)/countries, cope with internal political changes (NotCapableOf)	The EU can help to cope with internal political changes.	STATE	EU, help to cope with internal political changes (CapableOf)	The EU should help to cope with political changes in countries who are culturally and geographically close.	STATE/GENERIC	EU, help to cope with internal political changes (CapableOf)/countries, culturally close (HasProperty)/countries, geographically close (HasProperty)/being culturally close, help of the EU (Causes)/being geographically close, help of the EU (Causes)/political changes, countries (AtLocation)
e5-e6	adjacent	NONE	5			Ukraine is a country.	STATE	Ukraine, country (IsA)	The EU has political power.	STATE	EU, political power (HasA)	There are internal political changes in Ukraine.	STATE	internal political changes, Ukraine (AtLocation)/Ukraine, internal political changes (HasA)/internal political changes, Ukraine (AtLocation)	The Ukraine might need protection from the rather strong interests of the two Great Powers during its internal political changes.	STATE	Ukraine, need for protection from strong interests of two Great Powers (HasA)/Ukraine, internal political changes (HasA)/internal political changes, get protection (CausesDesire)/internal political changes, Ukraine (AtLocation)/internal political changes, need for protection (Causes)/Great Powers, strong interests (HasA)	The EU can protect the Ukraine from the rather strong interests of the two Great Powers.	STATE	EU, protect Ukraine from strong interests of the two Great Powers (CapableOf)/two Great Powers, strong interest in Ukraine (HasA)/strong interests of the two Great Powers, EU (ObstructedBy)
e3-e4	adjacent	NONE	1			The EU is not interested in escalation in Ukraine.	STATE	EU, no interest in escalation in Ukraine (HasA)/escalation, Ukraine (AtLocation)/EU, escalation in Ukraine (NotDesires)												
