TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: Rent prices should be limited by a cap when there's a change of tenant.				GENERIC	rent price, limited (ReceivesAction)/change of tenant, limit rent price (CausesDesire)/change of tenant, rent price (Causes)															
e2: Landlords may want to earn as much as possible,				GENERIC	landlord, earn money (Desires)															
e3: and many, consistent with market principles, are prepared to pay higher rents,				GENERIC	tenants, pay higher rents (CapableOf)/market principles, pay higher rents (Causes)															
e4: but that people with the same income suddenly must pay more and can't live in the same flat anymore seems implausible.				GENERIC/GENERIC	people, income (HasA)/people, pay more (CapableOf)/pay more for the same flat, implausible (HasProperty)/live in the same flat, pay more (HasPrerequisite)															
e5: Gentrification destroys entire districts and their culture.				GENERALIZING	districts, destroyed (ReceivesAction)/culture, destroyed (ReceivesAction)/gentrification, destroy districts (Causes)/gentrification, destroy culture (Causes)/districts, culture (HasA)															
e2-e1	adjacent	reb	2			The landlord may increase the rent in the event of a change of tenant.	GENERIC	landlord, increase the rent (CapableOf)/increase the rent, change of tenant (HasPrerequisite)	The landlord earns more if the rent is higher.	GENERIC	higher rent, landlord earns more (Causes)/landlord, earn more (CapableOf)/rent, higher (HasProperty)/landlord earns more, higher rent (HasPrerequisite)									
e3-e1	not adjacent	reb	1			The landlord may increase the rent in the event of a change of tenant.	GENERIC	landlord, increase the rent (CapableOf)/increase the rent, change of tenant (HasPrerequisite)												
e4-e1	not adjacent	sup	2			Landlords may increase the rent in the event of a change of tenant.	GENERIC	landlord, increase the rent (CapableOf)/increase the rent, change of tenant (HasPrerequisite)	The rent increase is independent of the tenant's income.	GENERIC	rent increase, independent of the tenant's income (HasProperty)/tenant, income (HasA)									
e5-e1	not adjacent	sup	3			Landlords increase the rent in the event of a change of tenant.	GENERIC	landlord, increase the rent (CapableOf)/increase the rent, change of tenant (HasPrerequisite)	Higher rents can only be paid by wealthy citizens.	GENERIC	wealthy citizens, pay higher rents (CapableOf)	The culture of a district is related to the prosperity of its citizens.	GENERIC	culture of a district, related to prosperity of its citizens (HasProperty)/district, culture (HasA)/citizens, prosperity (HasA)/prosperity of the citizens, culture of a district (Causes)						
e2-e3	adjacent	NONE	1			Landlords earn more through higher rents.	GENERIC	landlords, earn more (CapableOf)/higher rent, landlords earn more (Causes)												
e3-e4	adjacent	NONE	2			People have a fixed income.	GENERIC	people, income (HasA)/income, fixed (HasProperty)	Higher rents for the same flat require more income.	GENERIC	higher rents, more income (HasPrerequisite)									
e4-e5	adjacent	NONE	5			Landlords may increase the rent for new tenants.	GENERIC	landlord, increase the rent (CapableOf)/increase the rent, new tenants (HasPrerequisite)	Higher rents can only be paid by wealthy citizens.	GENERIC	wealthy citizens, pay higher rents (CapableOf)	Wealthy citizens have a higher income.	GENERIC	wealthy citizens, higher income (HasA)	People with less income have to leave the district.	GENERIC	less income, leave the district (Causes)/people, income (HasA)/people, leave the district (CapableOf)	Gentrification means that the culture changes because wealthier citizens move into a district.	STATE/STATE/GENERIC	gentrification, change of culture (IsA)/gentrification, change of culture because wealthier citizens move into a district (DefinedAs)/gentrification, wealthier citizens moving into a district (CreatedBy)/wealthier citizens, change the culture (CapableOf)/wealthier citizens, move into a district (CapableOf)/culture, changed (ReceivesAction)/gentrification, wealthier citizens moving into a district (HasPrerequisite)/wealthier citizens moving into a district, change of culture (Causes)/wealthier citizens moving into a district, gentrification (Causes)
