TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: It is desirable that no one channels his or her wealth past the tax authorities.				GENERIC	wealth, channelled past the tax authorities (ReceivesAction)/wealth not channelled past the tax authorities, desirable (HasProperty)															
e2: Those who do or try to should be held accountable if at all possible.				GENERIC	people who channel wealth past the tax authorities, held accountable (ReceivesAction)/people who channel wealth past the tax authorities, held accountable (HasProperty)/channelling wealth past the tax authorities, hold accountable (CausesDesire)															
e3: Having said that, state funds are often wasted on nonsensical investments,				GENERIC/GENERIC	state funds, wasted on nonsensical investments (ReceivesAction)/nonsensical investments, waste of state funds (IsA)/nonsensical investments, waste of state funds (Causes)															
e4: so that this ideal appears unworthy of support in many ways.				STATE	ideal, unworthy of support (HasProperty)															
e5: Besides, the trading of information is obviously driven by greed of gain.				STATE	trading of information, driven by greed of gain (HasProperty)/trading of information, driven by greed of gain (HasProperty)/greed of gain, trading of information (Causes)															
e6: Tax data that are not made available for free should therefore not be acquired by the state.				GENERIC	tax data, made available for free (NotReceivesAction)/tax data, acquired by state (ReceivesAction)/state, acquiring tax data (CapableOf)/tax data, made avilable for free (NotHasProperty)/tax data, free (NotHasProperty)															
e1-e2	adjacent	sup	2			To smuggle one's wealth past the tax authorities is a criminal offence.	GENERIC	wealth, smuggled past tax authorities (ReceivesAction)/smuggling of wealth past tax authorities, criminal offence (IsA)	One should be held accountable for a criminal offence.	GENERIC	criminal offence, being held accountable (Causes)									
e2-e6	not adjacent	reb	4			Tax evasion is a criminal offence.	GENERIC	tax evasion, criminal offence (IsA)/tax evasion, criminal offence (DefinedAs)	Anyone who commits a criminal offence must be held accountable.	GENERIC/GENERIC	criminal offence, being held accountable (Causes)	Tax data help to uncover tax evasion.	GENERIC	tax data, uncover tax evasion (UsedFor)/tax evasion, uncovered (ReceivesAction)/tax data, uncover tax evasion (CapableOf)	Tax data are expensive.	GENERIC	tax data, expensive (HasProperty)			
e3-e4	adjacent	sup	1			Nonsensical investments are not worth supporting.	GENERIC	nonsensical investments, worth supporting (NotHasProperty)												
e4-e6	not adjacent	sup	0																	
e5-e6	adjacent	sup	1			Tax data is information.	STATE	tax data, information (IsA)												
e4-e5	adjacent	NONE	2			The greed of gain is not an ideal.	STATE	greed of gain, ideal (NotIsA)	The trading of information is unworthy of support.	GENERIC	trading of information, unworthy of support (HasProperty)									
e2-e3	adjacent	NONE	2			The state should hold tax evaders accountable.	STATE	state, hold tax evaders accountable (CapableOf)/tax evaders, held accountable (ReceivesAction)/tax evaders, accountable (HasProperty)	State funds are used to that end.	GENERIC	state funds, holding tax evaders accountable (UsedFor)									
