TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: The morning-after pill ought to be available over-the-counter in pharmacies.				GENERIC	morning-after pill, available over-the-counter in pharmacies (HasProperty)/morning-after pill, pharmacies (AtLocation)/pharmacies, sell the morning-after pill (CapableOf)															
e2: Even with state-of-the-art contraceptives there can be mistakes and problems				GENERIC	state-of-the-art contraceptives, mistakes (HasA)/state-of-the-art contraceptives, problems (HasA)/state-of-the-art contraceptives, have mistakes (CapableOf)/state-of-the-art contraceptives, have problems (CapableOf)															
e3: and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.				GENERIC	unwanted pregnancy, strain on the parents (Causes)/unwanted pregnancy, strain on the child (Causes)															
e4: Some worry about careless use of such measures,				GENERIC	careless use of measures, worries (Causes)/measures, careless (HasProperty)															
e5: but this problem should rather be addressed with comprehensive prior education.				STATE	problem, adressed (ReceivesAction)/education, address problems (CapableOf)/education, problems (UsedFor)															
e2-e1	adjacent	sup	3			The morning-after pill is a contraceptive.	GENERIC	morning-after pill, contraceptive (IsA)	Help is needed quickly for contraceptive errors.	GENERIC	contraceptive errors, quickly needed help (Causes)/contraceptive errors, quick help (CausesDesire)	You can get help quickly in the pharmacy.	GENERIC	pharmacy, quick help (CapableOf)/quick help, pharmacy (AtLocation)						
e3-e1	not adjacent	sup	1			The morning-after pill can prevent an unwanted pregnancy.	GENERIC	morning-after pill, prevent an unwanted pregnancy (CapableOf)/unwanted pregnancy, morning-after pill (ObstructedBy)												
e4-e1	not adjacent	reb	3			For over-the-counter medicines you do not need to see a doctor.	GENERIC	over-the-counter medicines, see a doctor (NotHasPrerequisite)	The doctor will inform you about risks and side effects.	GENERIC	doctor, inform about risks (CapableOf)/doctor, inform about side effects (CapableOf)	Being informed by a doctor prevents careless handling.	GENERIC	being informed by a doctor, prevention of careless handling (Causes)/careless handling, being informed by a doctor (ObstructedBy)						
e5-e1	not adjacent	und	3			The morning-after pill may cause problems.	GENERIC	morning-after pill, cause problems (CapableOf)/morning-after pill, problems (Causes)	The doctor will explain any problems.	GENERIC	doctor, explain problems (CapableOf)	You don't have to go to the doctor for over-the-counter medication.	GENERIC	over-the-counter medication, go to the doctor (NotHasPrerequisite)/over-the-counter medication, go to the doctor (NotHasFirstSubevent)						
e2-e3	adjacent	NONE	3			Contraceptives prevent unwanted pregnancies.	GENERIC	contraceptives, unwanted pregnancies (NotCauses)/contraceptives, prevent unwanted pregnancies (CapableOf)	When there are mistakes and problems with contraceptives, the result is unwanted pregnancies.	GENERIC/STATE	mistakes with contraceptives, unwanted pregnancies (Causes)/problems with contraceptives, unwanted pregnancies (Causes)	People use contraceptives for their life planning.	GENERIC	contraceptives, used for people's life planning (ReceivesAction)/contraceptives, life planning (UsedFor)						
e3-e4	adjacent	NONE	1			In order to prevent unwanted pregnancies, there could be carless use of the morning-after pill.	GENERIC	prevent unwanted pregnancies, morning-after pill (CausesDesire)/unwanted pregnancies, careless use of the morning-after pill (Causes)/use the morning-after pill carelessly, prevent unwanted pregnancies (MotivatedByGoal)												
e4-e5	adjacent	NONE	3			Comprehensive prior education should prevent carless use of the morning-after pill.	GENERIC	comprehensive prior education, prevent careless use of the morning-after pill (CapableOf)/careless use of the morning-after pill, comprehensive prior education (ObstructedBy)	It is a problem to use the morning-after pill carlessly.	GENERIC	careless usage of morning-after pill, problem (IsA)	Worries should be addressed with adequate measures.	GENERIC	worries, addressed with adequate measures (ReceivesAction)/worries, adequate (HasProperty)						
