TEXT	ADJACENT?	ARGUMENTATIVE RELATION	NUMBER OF INSERTED SENTENCES	SEMANTIC CLAUSE TYPE	CN RELATION	MISSING INFORMATION 1	SEMANTIC CLAUSE TYPE 1	CN RELATIONS 1	MISSING INFORMATION 2	SEMANTIC CLAUSE TYPE 2	CN RELATIONS 2	MISSING INFORMATION 3	SEMANTIC CLAUSE TYPE 3	CN RELATIONS 3	MISSING INFORMATION 4	SEMANTIC CLAUSE TYPE 4	CN RELATIONS 4	MISSING INFORMATION 5	SEMANTIC CLAUSE TYPE 5	CN RELATIONS 5
e1: I am not of the opinion that the retirement age should be set at 63 years.				STATE/STATE	retirement age, set at 63 years (ReceivesAction)/retirement age, set at 63 years (NotCapableOf)															
e2: This would mean that organizations would be lacking a great deal of manpower in the future.				STATE/GENERIC	organizations, lack of manpower (HasA)/organizations, manpower (NotHasA)/organizations, lacking manpower (CapableOf)/retirement age set at 63, lack of manpower (Causes)/organizations, lack manpower (NotDesires)															
e3: The introductory phase of retirement at 63 would also be a particular challenge				STATE	retirement at 63, introductory phase (HasA)/introductory phase of retirement at 63, challenge (IsA)															
e4: as upon introduction many current employees of advanced age would immediately be eligible to retire.				GENERIC	introduction of retirement at 63, retirement of many current employees of advanced age (Causes)/employees, advanced age (HasA)/employees of advances age, eligible to retire (HasProperty)/introduction of retirement at 63, eligibility to retire (Causes)															
e5: This is detrimental for Germany as a business location and leaves employers without a transition period.				STATE/GENERIC	retirement at 63, detrimental for Germany (HasProperty)/Germany, business location (IsA)/retirement at 63, leave employers without transition period (CapableOf)/business location, Germany (AtLocation)/introduction of retirement at 63, detrimental for a business location (HasProperty)/employers, transition period (NotHasA)															
e6: The danger here is that experienced junior staff is not available in sufficient numbers.				STATE/GENERIC	unavailability of experienced junior staff in sufficient numbers, danger (IsA)/lack of experienced junior staff, danger (IsA)/experienced junior staff, available (NotHasProperty)/lack of experienced junior staff, danger (Causes)															
e2-e1	adjacent	sup	3			The retirement age is currently higher than 63 years.	STATE	retirement age, higher than 63 years (HasProperty)	Lowering the retirement age means more retired people.	GENERIC	lowering retirement age, more retired people (Causes)/retirement age, lowered (ReceivesAction)	More retired people means less manpower.	GENERIC	manpower, more retired people (ObstructedBy)/more retired people, less manpower (Causes)						
e3-e1	not adjacent	sup	0																	
e4-e3	adjacent	sup	2			In an introductory phase of pension at 63, many employees retire immediately.	GENERIC	pension, introductory phase (HasA)/pension, introduced (ReceivesAction)/employees, retire (CapableOf)/introductory phase of pension at 63, many employees retiring immediately (Causes)	It is a challenge if many employees retire immediately.	GENERIC/GENERIC	employees, retire (CapableOf)/many employees retiring immediately, challenge (IsA)/many employees retiring immediately, challenge (Causes)									
e5-e1	not adjacent	add	2			A transitional period is needed to prevent the introduction phase of the pension at 63 from becoming a problem.	STATE	introduction phase of the pension at 63, becoming a problem (CapableOf)/introduction phase of the pension at 63, problem (Causes)/pension at 63, introduction phase (HasA)/introducing pension at 63, provide a transitional period (HasPrerequisite)/problem, transitional period (ObstructedBy)	A problem is detrimental.	GENERIC	problem, detrimental (HasProperty)									
e6-e1	not adjacent	add	2			The introductory phase of the pension at 63 causes many experienced forces to be lacking.	GENERALIZING	pension at 63, introductory phase (HasA)/introductory phase of pension at 63, lack of many experienced forces (Causes)/experienced forces, lacking (HasProperty)	If many experienced staff are missing, experienced junior staff must be available.	GENERIC/GENERIC	lack of experienced staff, experienced junior staff must be available (Causes)/lack of experienced staff, hire experienced junior staff (CausesDesire)/miss experienced staff, have experienced junior staff available (HasPrerequisite)/experienced junior staff, lack of experienced staff (UsedFor)									
e2-e3	adjacent	NONE	1			Retirement at 63 would cause a lack of manpower.	STATE	retirement at 63, lack of manpower (Causes)/manpower, lacking (HasProperty)												
e4-e5	adjacent	NONE	3			When retirement at 63 is introduced, many employees over 63 could retire at once.	EVENT/GENERIC	introduction of retirement at 63, retirement of many employees over 63 at once (Causes)/retirement at 63, introduced (ReceivesAction)/employees over 63, retire (CapableOf)	The sudden introduction of retirement at 63 would leave employers without a transition period.	STATE	retirement at 63, suddenly introduced (ReceivesAction)/introduction of retirement at 63, transition period (NotHasA)/employers, retire at 63 (CapableOf)	The sudden introduction of retirement at 63 is detrimental for Germany.	STATE	sudden introduction of retirement at 63, detrimental for Germany (HasProperty)/retirement at 63, suddenly introduced (ReceivesAction)/retirement at 63, Germany (AtLocation)/sudden introduction of retirement at 63, detrimental for Germany (HasProperty)/sudden introduction of retirement at 63, detrimental (HasProperty)						
e5-e6	adjacent	NONE	2			When employers are left without a transition period, there is not enough experienced junior staff available.	GENERIC/GENERIC	no transition period for employers, unavailability of experienced junior staff (Causes)/employers, left without a transition period (ReceivesAction)/employers, experienced junior staff (NotHasA)/employers, transition period (NotHasA)	Something that bears dangers is detrimental for Germany.	GENERIC	dangers, detrimental (HasProperty)/dangers, detrimental for Germany (HasProperty)									
